year,mileage,rough_scale,torque_scale,stop_scale,cv_wellness,wb_wellness,brk_wellness
2022,153293,0.66,0.62,0.08,50.2,46.94,36.91
2013,168036,0.51,0.85,0.69,40.41,54.37,26.68
2000,223079,0.44,0.43,0.25,29.32,31.94,17.77
2019,77192,0.97,0.54,0.24,65.44,62.0,61.93
2018,232815,0.55,0.71,0.97,21.04,24.72,5.0
2004,78074,0.36,0.77,0.1,64.16,72.61,64.59
2009,241495,0.64,0.39,0.79,20.75,37.08,5.0
2016,165029,0.71,0.15,0.26,52.53,48.35,30.06
2006,66373,0.09,0.65,0.36,84.39,88.38,67.09
2024,172732,0.53,0.1,0.02,49.81,48.0,30.47
2012,52352,0.29,0.45,0.77,79.21,86.93,59.27
2008,239782,0.69,0.8,0.62,15.05,32.6,5.0
2023,217585,0.23,0.71,0.61,24.51,42.43,5.87
2024,188849,0.57,0.76,0.58,33.4,46.11,5.0
2018,160043,0.9,0.6,0.71,42.26,49.73,28.98
2008,82345,0.8,0.74,0.73,65.04,64.03,54.09
2017,34989,0.44,0.03,0.56,91.2,77.05,75.16
2013,33610,0.57,0.42,0.88,89.65,81.02,66.44
2009,88030,0.33,0.88,0.4,66.59,81.18,57.92
2021,178203,0.87,0.88,0.92,27.67,44.46,7.83
2019,219525,0.76,0.93,0.74,23.77,33.78,5.0
2015,222728,0.05,0.6,0.1,21.68,41.35,8.98
2022,130879,0.62,0.82,0.81,44.09,55.65,29.05
2006,230367,0.06,0.34,0.59,31.4,49.47,5.0
2018,179172,0.77,0.97,0.29,32.74,52.73,27.31
2022,33027,0.43,0.69,0.79,79.13,84.97,69.2
2017,198170,0.39,0.59,0.33,36.3,42.85,20.72
2017,7909,0.65,0.64,0.69,85.59,85.88,73.28
2002,108401,0.07,0.18,0.77,64.35,73.5,40.6
2018,185807,0.11,0.29,0.76,44.81,57.8,13.78
2002,3045,0.66,0.07,0.79,97.44,86.87,78.38
2010,93083,0.31,0.57,0.97,68.17,74.22,45.55
2008,58191,0.13,0.04,0.2,87.18,93.79,72.05
2000,11619,0.18,0.73,0.92,76.05,100.0,75.46
2023,8445,0.45,0.36,0.59,94.01,97.47,76.25
2006,80185,0.96,0.74,0.2,61.46,74.02,60.09
2004,207395,0.8,0.44,0.85,36.54,32.64,5.0
2002,104490,0.5,0.3,0.88,62.93,65.13,36.55
2011,103112,0.77,0.86,0.24,60.46,62.46,52.03
2024,232157,0.61,0.75,0.17,17.94,34.07,15.64
2011,23912,0.27,0.09,0.54,88.02,80.39,82.85
2013,224070,0.41,0.76,0.63,26.97,31.88,5.0
2010,142093,0.68,0.56,0.95,47.11,46.12,24.57
2009,138026,0.64,0.53,0.18,56.05,54.99,41.5
2023,175373,0.55,0.37,0.89,45.19,47.31,12.27
2021,75325,0.27,0.09,0.67,73.19,84.35,54.15
2019,228196,0.78,0.21,0.56,30.12,27.98,5.0
2019,194292,0.27,0.19,0.73,44.77,50.77,7.88
2022,139753,0.17,0.86,0.96,48.76,69.8,26.35
2009,225562,0.8,0.7,0.91,21.56,30.04,5.0
2005,56698,0.44,0.09,0.32,94.13,72.83,74.67
2001,209177,0.67,0.6,0.51,38.21,38.16,5.0
2024,141822,0.19,0.13,0.61,53.86,56.6,28.26
2019,153896,0.91,0.06,0.57,55.8,52.6,24.24
2018,17268,0.01,0.55,0.68,85.21,97.86,75.38
2019,36163,0.35,0.47,0.45,81.11,77.28,72.69
2018,108201,0.92,0.37,0.27,65.22,58.76,47.46
2021,111607,0.58,0.1,0.61,70.46,62.8,46.89
2019,246297,0.25,0.38,0.16,23.1,34.85,5.0
2016,51523,0.54,0.17,0.81,94.68,80.14,71.99
2007,12011,0.43,0.35,0.4,100.0,89.98,91.62
2018,108252,1.0,0.93,0.63,54.94,54.25,42.5
2000,189129,0.68,0.28,0.92,36.26,34.91,10.55
2016,37156,0.82,0.78,0.35,83.99,82.6,80.97
2022,155221,0.34,0.92,0.43,33.99,47.86,38.16
2017,192546,0.27,0.76,0.72,36.28,42.87,17.85
2011,91143,0.16,0.34,0.74,69.94,73.09,47.57
2005,202183,0.94,0.46,0.87,33.23,42.94,5.0
2004,199131,0.16,0.75,0.04,24.78,40.32,26.51
2002,91150,0.53,0.09,0.18,75.09,66.57,52.14
2006,236871,0.2,0.57,0.68,26.65,35.12,5.0
2023,212704,0.68,0.96,0.72,31.15,36.5,5.0
2010,119266,0.18,0.2,0.94,57.46,72.97,33.58
2017,78209,0.46,0.23,0.58,76.84,76.04,53.43
2021,120263,0.34,0.34,0.87,63.04,65.19,34.51
2007,173318,0.29,0.12,0.84,53.79,63.54,11.78
2021,223649,0.86,0.6,0.68,28.85,33.26,5.0
2011,214648,0.1,0.41,1.0,37.29,38.41,5.0
2015,83994,0.81,0.62,0.93,67.07,72.94,54.1
2004,159723,0.61,0.28,0.3,50.47,44.32,24.08
2009,197479,0.97,0.08,0.96,37.12,38.19,13.31
2012,155714,0.75,0.34,0.38,45.47,49.31,25.2
2002,67173,0.83,0.01,0.19,70.18,66.1,72.4
2019,197768,0.93,0.68,0.51,35.56,37.02,6.33
2007,34798,0.11,0.15,0.89,85.49,89.7,72.19
2020,59472,0.78,0.79,0.42,67.12,77.71,69.66
2024,145471,0.33,0.25,0.28,60.03,57.27,32.97
2004,147933,0.48,0.47,0.5,49.67,52.93,31.3
2008,140150,0.59,0.67,0.54,50.62,46.63,31.48
2003,1996,0.7,0.12,0.25,98.55,83.23,100.0
2023,210490,0.73,0.68,0.17,26.47,36.44,16.36
2015,56633,0.21,0.9,0.01,86.15,83.27,78.72
2011,82972,0.04,0.64,0.53,71.02,79.29,49.9
2001,25647,0.09,0.62,0.38,79.17,93.17,82.99
2024,217825,0.34,0.29,0.47,35.99,38.23,5.0
2013,226720,0.27,0.5,0.61,35.66,41.95,5.0
2003,175805,0.85,0.54,0.18,39.34,32.71,16.5
2005,115377,0.1,0.92,0.71,50.39,77.47,34.95
2012,196776,0.48,0.79,0.62,35.82,42.3,14.12
2000,153299,0.9,0.79,0.84,45.79,49.87,24.94
2017,131578,0.4,0.1,0.62,64.01,61.72,21.83
2016,225849,0.91,0.66,0.3,29.46,31.86,5.0
2019,242095,0.78,0.66,0.84,19.49,25.45,5.0
2005,24014,0.86,0.41,0.09,86.43,84.85,83.9
2016,43722,0.19,0.98,0.38,73.67,84.46,83.11
2011,201668,0.18,0.28,0.1,34.88,58.51,20.41
2017,91144,0.02,0.03,0.0,76.52,75.07,68.67
2011,243907,0.23,0.98,0.2,16.48,36.76,5.0
2004,7611,0.25,0.27,0.65,100.0,90.84,75.32
2017,79433,0.39,0.98,0.47,55.33,79.7,50.22
2002,200747,0.38,0.22,0.18,29.53,41.5,22.22
2021,55492,0.4,0.09,0.9,85.97,68.6,50.65
2005,212809,0.64,0.46,0.91,37.74,26.41,5.0
2009,245000,0.83,0.43,0.07,15.11,21.84,5.0
2019,187386,0.46,0.22,0.27,30.38,51.83,24.08
2009,120572,0.84,0.74,0.1,51.64,68.72,48.14
2008,222044,0.53,0.29,0.26,34.06,39.63,5.0
2009,135342,0.7,0.77,0.1,62.75,56.82,45.06
2009,7619,0.99,0.25,0.78,94.09,81.87,86.3
2002,31127,0.4,0.36,0.01,79.06,85.42,90.77
2022,199882,0.16,0.52,0.3,32.9,48.65,16.89
2004,99248,0.99,0.89,0.57,63.1,60.84,46.85
2008,190732,0.68,0.81,0.69,39.38,42.75,9.65
2021,123409,0.07,0.17,0.09,57.87,60.54,49.09
2003,42219,0.26,0.25,0.69,81.42,85.58,69.24
2008,86855,0.16,0.3,0.88,57.67,77.91,60.62
2021,193165,0.17,0.54,0.53,38.0,51.77,10.19
2004,29840,0.97,0.72,0.29,69.55,69.67,85.75
2020,62883,0.97,0.97,0.39,69.49,80.13,70.84
2022,121147,0.4,0.24,0.01,59.14,64.21,55.58
2008,164667,0.93,0.92,0.4,45.19,55.95,13.22
2006,198289,0.99,0.75,0.26,30.47,38.21,13.09
2009,195660,0.53,0.02,0.79,45.62,42.65,5.25
2013,154560,0.55,0.0,0.97,57.95,57.38,22.95
2010,209300,0.54,0.01,0.93,33.44,40.1,5.0
2006,59833,0.5,0.63,0.92,79.61,67.68,63.54
2005,162411,0.11,0.8,0.74,43.62,51.64,23.06
2017,51543,0.18,0.08,0.37,85.03,76.74,70.02
2012,172110,0.79,0.61,0.76,42.1,49.58,12.01
2006,89626,0.65,0.87,0.07,61.4,61.99,71.21
2013,153472,0.4,0.55,0.38,44.46,52.02,31.84
2016,136032,0.96,0.4,0.05,52.18,46.52,49.86
2003,123264,0.01,0.61,0.21,47.42,69.33,40.77
2004,163426,0.72,0.84,0.59,40.5,51.27,14.89
2021,185262,0.57,0.13,0.38,44.32,47.36,10.94
2008,109158,0.64,0.93,0.54,52.47,55.57,46.01
2016,175888,0.14,0.98,0.79,31.62,51.99,8.51
2015,134950,0.32,0.59,0.16,50.88,62.68,47.75
2023,63466,0.12,0.5,0.81,76.93,93.5,56.02
2019,168906,0.78,0.06,0.71,47.55,44.36,19.26
2001,220385,0.57,0.16,0.54,30.06,39.02,5.0
2014,226937,0.45,0.24,0.65,31.9,37.55,5.0
2019,123842,0.95,0.65,0.45,53.33,69.24,40.72
2000,60424,0.7,0.22,0.03,77.88,74.32,79.15
2008,130259,0.73,0.1,0.92,63.83,54.29,23.58
2018,34862,0.82,0.9,0.86,76.06,76.57,64.14
2003,64058,0.2,0.82,0.89,68.72,85.85,65.76
2021,232971,0.41,0.73,0.7,27.02,36.06,5.0
2018,171740,0.65,0.57,0.61,45.75,45.94,13.69
2022,154447,0.5,0.09,0.8,51.84,52.55,27.44
2012,6425,0.72,0.53,0.12,91.25,94.16,90.0
2011,35142,0.02,0.62,0.22,92.66,90.25,81.42
2001,117164,0.75,0.32,0.58,64.81,54.82,34.74
2005,246040,0.62,0.8,0.25,15.88,36.13,5.0
2002,17222,0.5,0.89,0.52,80.69,85.43,80.66
2018,53952,0.53,0.11,0.62,83.14,83.66,61.02
2016,81112,0.26,0.36,0.15,71.34,85.1,60.45
2011,83855,0.63,0.15,0.32,84.58,66.85,59.86
2016,194514,0.02,0.48,0.68,38.58,44.88,9.24
2007,123056,0.68,0.95,0.8,53.98,56.9,32.02
2012,60606,0.19,0.34,0.98,86.19,81.55,51.44
2008,48690,0.13,0.16,0.44,82.79,86.51,72.71
2015,114678,0.42,0.68,0.56,63.27,61.76,41.96
2020,227774,0.89,0.18,0.58,32.26,34.67,9.06
2019,195201,0.02,0.14,0.77,57.39,44.27,6.46
2000,145215,0.96,0.42,0.27,56.0,44.06,42.62
2007,84143,0.24,0.76,0.63,61.83,82.81,51.0
2000,158531,0.78,0.42,0.69,40.16,46.65,28.36
2021,95180,0.97,0.1,0.82,72.86,63.14,55.32
2013,4995,0.53,0.97,0.06,80.59,90.66,96.85
2005,16537,0.44,0.38,0.78,92.29,92.57,80.47
2024,139124,0.04,0.49,0.17,62.47,64.64,49.31
2016,209340,0.72,0.54,0.65,30.73,41.31,9.92
2015,61341,0.15,0.07,0.28,81.56,81.39,86.63
2023,152653,0.01,0.7,0.76,43.46,52.09,19.5
2020,160800,0.83,0.58,0.56,46.08,50.62,24.69
2023,115774,0.44,0.79,0.17,47.38,62.5,49.31
2000,76052,0.75,0.59,0.26,70.03,68.32,61.38
2015,135894,0.55,0.0,0.26,68.6,56.73,40.96
2010,7916,0.48,0.26,0.69,95.88,90.51,75.52
2023,19736,0.27,0.85,0.17,85.57,80.65,93.91
2012,247079,0.3,0.72,0.01,14.07,37.27,5.0
2018,153950,0.47,0.49,0.9,43.63,60.82,27.86
2018,143057,0.82,0.03,0.23,53.92,49.97,31.22
2019,163566,0.62,0.6,0.48,37.72,46.8,26.42
2016,168315,0.23,0.59,0.56,40.48,53.37,17.16
2006,196501,0.94,0.58,0.02,32.16,36.15,28.58
2003,124348,0.53,0.97,0.07,50.25,60.8,52.44
2010,219420,0.26,0.9,0.81,30.23,37.74,5.0
2000,209895,0.63,0.87,0.1,31.52,33.75,23.41
2007,227222,0.32,0.99,0.69,24.12,38.78,5.0
2019,197030,0.67,0.55,0.93,37.72,34.54,5.0
2001,236273,1.0,0.38,0.57,30.79,24.35,5.0
2000,78536,0.95,0.51,0.15,60.73,67.83,74.83
2004,248121,0.67,0.42,0.56,17.56,28.52,5.0
2024,174267,0.41,0.93,0.04,30.42,51.38,28.82
2004,152547,0.35,0.57,0.37,46.0,60.07,29.89
2017,6417,0.86,0.49,0.49,83.24,80.52,89.38
2001,224164,0.29,0.23,0.57,30.02,36.43,5.0
2017,114641,0.82,0.69,0.18,59.98,49.21,48.04
2008,144766,0.03,0.31,0.84,51.33,66.66,22.55
2007,19261,0.92,0.17,0.23,90.94,77.64,93.94
2009,166765,0.24,0.8,0.62,35.6,56.82,28.7
2009,113891,0.14,0.57,0.05,66.29,70.33,55.76
2005,57945,0.9,0.62,0.84,71.47,76.31,65.97
2000,39248,0.32,0.84,0.79,73.2,89.22,70.79
2000,49191,1.0,0.08,0.83,78.84,69.28,68.13
2002,48687,0.63,0.92,0.95,69.71,78.05,59.85
2020,177204,0.13,0.98,0.01,33.83,46.63,23.17
2016,144690,0.56,0.78,0.05,50.21,54.49,46.98
2003,75942,0.44,0.07,0.13,84.18,73.64,69.35
2022,116253,0.55,0.6,0.98,61.49,57.69,21.44
2016,26130,0.5,0.42,0.36,86.72,82.42,82.44
2005,5950,0.85,0.73,0.88,94.4,89.81,75.14
2011,163435,0.54,0.92,0.55,38.45,46.42,26.29
2004,116565,0.11,0.81,0.18,47.9,72.66,49.4
2009,81210,0.71,0.52,0.33,71.94,69.32,58.6
2010,214633,0.75,0.38,0.69,34.87,37.49,7.98
2024,157442,0.74,0.1,0.48,52.45,48.61,24.71
2018,31965,0.24,0.41,0.88,86.15,88.64,74.12
2008,75339,0.46,0.4,0.93,74.92,71.06,54.23
2011,205254,0.99,0.32,0.52,36.64,37.03,5.0
2022,239154,0.34,0.27,0.03,26.93,41.46,5.0
2003,129147,0.14,0.33,0.5,54.21,68.88,39.27
2002,181171,0.39,0.79,0.23,30.51,44.38,26.86
2007,181488,0.31,0.69,0.35,39.6,37.83,33.02
2003,116107,0.84,0.79,0.14,59.17,58.09,52.89
2019,23479,0.65,0.57,0.23,86.04,79.3,79.9
2015,155912,0.23,0.16,0.33,56.78,59.32,27.99
2007,186423,0.79,0.15,0.99,44.88,40.31,11.53
2015,225567,0.52,0.2,0.07,29.19,36.83,8.02
2012,200058,0.02,0.23,0.29,39.96,48.42,5.0
2012,228825,0.53,0.67,0.89,25.25,35.45,5.0
2015,43353,0.73,0.8,0.42,79.58,81.76,80.84
2022,37047,0.79,0.65,0.14,78.03,76.76,80.99
2011,150992,0.9,0.28,0.93,45.25,56.36,12.23
2016,77007,0.66,0.8,0.67,70.55,69.62,63.2
2018,135762,0.9,0.59,0.73,51.72,52.87,41.02
2011,1804,0.03,0.5,0.88,86.64,95.51,72.92
2004,61772,0.68,0.74,0.49,70.42,79.21,70.88
2017,249095,0.12,0.72,0.02,17.74,31.06,5.0
2022,20793,0.08,0.41,0.13,82.07,96.59,89.05
2007,63326,0.74,0.04,0.3,79.17,72.4,75.09
2008,52187,0.88,0.9,0.38,67.5,70.7,73.42
2022,175413,0.83,0.24,0.55,57.07,45.52,35.88
2006,224685,0.35,0.61,0.55,28.89,46.01,13.39
2003,237187,0.04,0.2,0.31,32.67,46.93,5.0
2005,119152,0.83,0.92,0.39,43.71,64.56,46.03
2023,177038,0.62,0.75,0.83,31.62,45.26,11.4
2015,147372,0.1,0.45,0.41,45.97,65.24,30.65
2009,146836,0.94,0.79,0.39,46.78,51.95,29.8
2009,106373,0.15,0.77,0.78,52.31,67.36,41.46
2011,135095,0.52,0.02,0.35,58.86,52.32,37.41
2005,151232,0.13,0.64,0.45,46.62,69.65,33.35
2003,128427,0.56,1.0,0.67,49.45,58.06,34.93
2021,83328,0.19,0.66,0.96,63.61,84.73,38.54
2014,88798,0.14,0.49,0.53,61.11,69.14,53.67
2001,74011,0.44,0.23,0.34,79.43,76.56,61.58
2020,164827,0.74,0.39,0.72,48.09,42.95,16.47
2003,89845,0.1,0.54,0.96,63.78,71.99,37.63
2016,181097,0.47,0.26,1.0,46.32,49.11,5.0
2024,1681,0.78,0.58,0.21,87.81,86.3,99.59
2009,140856,0.82,0.32,0.07,59.16,58.89,41.09
2014,44833,0.51,0.77,0.56,76.16,80.87,65.02
2017,24235,0.01,0.31,0.91,90.1,99.45,75.93
2017,204631,0.37,0.24,0.53,29.69,42.04,9.12
2023,206229,0.39,0.93,0.72,38.4,39.51,5.0
2024,244491,0.13,0.62,0.79,18.54,38.35,5.0
2005,239530,0.63,0.81,0.49,13.68,32.27,5.0
2010,24530,0.35,0.53,0.14,89.08,90.79,85.29
2022,89798,0.22,0.15,0.6,72.68,75.21,55.35
2009,13315,0.88,0.43,0.9,85.03,85.38,75.15
2015,21311,0.85,0.27,0.14,94.01,84.58,81.98
2014,18266,0.45,0.89,0.06,74.08,94.49,86.36
2011,212408,0.57,0.2,0.5,40.33,34.25,5.0
2019,79164,0.81,0.35,0.22,73.83,72.86,60.5
2020,237535,0.34,0.08,0.66,34.2,31.27,5.0
2024,179575,0.28,0.55,0.64,39.56,46.8,12.83
2017,106820,0.56,0.23,0.46,70.77,62.52,44.69
2023,156386,0.06,0.76,0.15,46.18,61.76,39.18
2007,80558,0.04,0.39,0.88,68.17,81.79,47.68
2023,217206,0.72,0.29,0.4,32.8,25.54,5.0
2022,39982,0.89,0.25,0.29,74.56,75.3,74.58
2009,24297,0.61,0.53,0.45,85.63,84.93,81.03
2001,221379,0.38,0.8,0.2,26.08,42.83,10.04
2024,45092,0.97,0.83,0.8,80.41,76.77,66.11
2014,231679,0.43,0.6,0.17,22.92,40.08,5.0
2024,168131,0.24,0.41,0.09,44.99,51.72,29.33
2014,132632,0.25,0.29,0.94,62.37,57.18,32.47
2015,63845,0.45,0.01,0.95,82.83,83.09,50.39
2024,130172,0.59,0.21,0.13,66.1,57.86,46.99
2004,228246,0.2,0.11,0.42,41.21,39.39,5.0
2014,162387,0.52,0.52,0.56,55.98,48.26,15.03
2004,142856,0.49,0.57,0.56,46.19,64.56,27.55
2015,63023,0.34,0.91,0.16,69.24,84.11,70.54
2022,39620,0.99,0.65,0.06,84.03,75.01,88.45
2007,119894,0.23,0.38,0.09,55.92,72.2,48.05
2007,128913,0.68,0.43,0.05,66.88,55.04,45.31
2017,55095,0.88,0.45,0.54,78.56,75.38,66.62
2014,227034,0.79,0.11,0.43,38.05,22.99,5.0
2021,242368,0.86,0.03,1.0,32.99,17.93,5.0
2021,188663,0.13,0.82,0.55,27.55,54.16,21.26
2002,15184,0.35,0.75,0.05,82.87,85.99,99.58
2006,94130,0.01,0.43,0.27,61.31,81.74,58.84
2011,170503,0.27,0.12,0.07,43.25,57.37,31.76
2001,92129,0.14,0.4,0.38,66.87,73.48,61.62
2021,916,0.84,0.1,0.26,100.0,82.83,91.55
2004,28014,0.9,0.66,0.62,83.67,83.02,78.02
2007,21437,0.98,0.16,0.62,88.06,81.95,78.36
2024,242843,0.84,0.11,0.15,26.43,28.66,5.0
2005,16170,0.21,0.93,0.2,79.67,91.05,88.43
2008,177360,0.83,0.7,0.84,46.04,38.1,16.65
2013,109932,0.07,0.26,0.37,66.15,75.62,53.27
2012,113781,0.06,0.89,0.98,57.59,64.22,27.75
2013,214976,0.48,0.68,0.76,23.55,42.11,5.0
2018,247633,0.24,0.75,0.94,24.23,43.19,5.0
2019,105578,0.14,0.63,0.64,53.38,69.9,44.71
2007,13789,0.87,0.46,0.29,96.14,76.59,100.0
2020,17233,0.97,0.05,0.54,96.88,75.76,79.69
2024,75026,0.09,0.7,0.33,63.55,77.57,65.93
2008,203427,0.8,0.43,0.51,37.43,44.94,19.21
2013,131345,0.97,0.33,0.77,71.32,55.19,34.43
2020,189993,0.15,0.19,0.28,35.91,53.67,18.65
2017,182065,0.14,0.72,0.47,37.5,48.81,14.64
2004,209668,0.77,0.26,0.85,38.89,41.53,5.0
2000,218852,0.89,0.26,0.38,32.37,18.55,11.65
2023,239763,0.99,0.72,0.09,26.5,26.32,5.0
2002,205914,0.31,0.55,0.38,41.52,47.84,13.24
2018,19211,0.89,0.4,0.68,90.36,79.11,78.74
2011,148614,0.36,0.98,0.02,45.17,63.47,45.65
2023,28585,0.76,0.18,0.93,88.08,81.29,72.17
2000,43832,0.1,0.56,0.1,83.22,86.26,86.97
2003,219594,0.07,0.16,0.53,23.05,45.4,6.35
2003,87972,0.12,0.12,0.02,73.55,74.4,64.92
2016,119296,0.7,0.91,0.45,50.4,67.12,43.48
2024,187044,0.02,0.37,0.78,45.52,57.08,20.41
2012,8033,0.59,0.06,0.92,99.91,89.91,76.57
2016,70894,0.47,0.87,0.88,66.04,73.8,52.51
2018,34342,0.65,0.38,0.02,78.47,79.59,82.92
2002,186116,0.29,0.62,0.72,45.54,42.97,11.08
2004,217002,0.62,0.19,0.95,32.44,39.52,5.0
2002,99815,0.42,0.61,0.3,65.46,70.59,51.95
2021,6815,0.93,0.59,0.62,81.67,84.84,88.35
2019,167611,0.03,0.69,0.08,39.18,62.42,38.56
2021,237038,0.71,0.81,0.86,23.72,29.85,5.0
2010,129905,0.17,0.71,0.17,49.96,62.82,36.49
2005,162091,0.29,0.68,0.69,48.19,54.1,21.35
2022,200643,0.72,0.27,0.67,42.68,31.39,5.0
2007,238999,0.75,0.57,0.57,17.83,20.16,5.0
2015,114610,0.26,0.2,0.98,60.19,63.04,30.2
2020,137013,0.34,0.21,0.23,52.94,58.96,41.46
2021,207331,0.92,0.22,0.42,32.72,38.39,7.91
2001,148468,0.43,0.03,0.31,49.87,47.28,34.7
2001,171636,0.37,0.73,0.33,44.27,51.45,27.76
2016,185335,0.23,0.09,0.79,40.53,36.36,7.07
2007,100822,0.85,0.02,0.47,66.1,63.51,59.21
2003,23670,0.18,0.05,0.78,96.39,83.55,75.04
2007,122771,0.79,0.24,0.98,59.01,54.05,28.16
2019,54856,0.7,0.41,0.57,80.87,77.94,65.93
2000,122758,0.19,0.71,1.0,54.12,73.55,32.09
2019,34604,0.72,0.64,0.35,81.46,73.22,72.26
2024,200921,0.06,0.51,0.31,38.91,47.52,9.8
2015,102745,0.56,0.98,0.08,58.91,70.16,68.11
2010,77780,0.84,0.31,0.44,62.88,64.02,62.4
2001,229878,0.33,0.74,0.19,21.96,38.87,10.25
2011,88639,0.66,0.3,0.38,70.47,72.82,59.45
2016,216982,0.42,0.01,0.05,39.74,40.5,8.86
2013,17401,0.92,0.73,0.93,87.88,77.46,74.14
2020,151962,0.66,0.04,0.05,57.71,53.63,36.44
2019,111162,0.05,0.94,0.57,50.14,73.29,42.89
2019,182719,0.15,0.02,0.91,43.02,57.48,13.81
2019,45183,0.15,0.52,0.26,71.3,93.58,68.95
2024,65160,0.35,0.93,0.69,68.92,82.22,58.06
2004,209976,0.29,0.72,0.3,21.94,44.27,17.34
2023,156166,0.71,0.89,0.61,37.36,49.59,22.35
2010,130328,0.57,0.19,0.72,47.11,55.91,33.02
2016,82368,0.47,0.18,0.32,75.68,67.11,61.74
2007,44595,0.66,0.43,0.81,77.17,85.34,64.85
2005,62586,0.48,0.87,0.05,68.6,79.96,82.56
2004,147815,0.33,0.95,0.33,42.67,59.54,24.13
2018,223530,0.77,0.24,0.71,32.08,33.86,5.0
2022,64985,0.19,0.28,0.22,73.41,73.55,73.6
2018,222040,0.89,0.59,0.52,22.47,31.83,5.0
2000,123183,0.69,0.08,0.0,60.39,59.09,58.94
2005,31277,0.45,0.7,0.52,81.61,88.18,79.34
2004,64003,0.6,0.16,0.27,79.82,75.93,69.25
2005,227176,0.81,0.95,0.85,27.19,17.37,5.0
2021,230948,0.51,0.34,0.14,29.06,30.86,11.92
2001,8614,0.03,0.08,0.75,97.46,91.46,82.01
2020,56251,0.83,0.9,0.64,67.49,68.62,71.77
2020,211137,0.63,0.45,0.77,32.48,28.92,5.0
2021,80552,0.62,0.44,0.05,71.81,63.37,74.54
2022,47547,0.31,0.97,0.39,79.62,87.81,74.86
2005,103799,0.74,0.92,0.88,62.53,65.99,44.24
2007,112396,0.01,0.47,0.18,66.47,67.66,60.2
2009,48946,0.5,0.41,0.67,75.84,83.27,61.89
2015,244170,0.57,0.51,0.38,21.42,23.99,5.0
2012,143243,0.21,0.68,0.36,53.62,68.74,29.26
2001,88760,0.06,0.44,0.85,66.3,83.26,38.48
2015,233972,0.54,0.34,0.86,27.67,35.51,5.0
2009,227176,0.52,0.84,0.52,21.75,32.61,5.0
2020,145948,0.8,0.6,0.48,45.76,55.94,29.23
2013,249441,0.36,0.23,0.38,23.02,26.84,5.0
2013,229836,0.7,0.5,0.72,25.15,39.73,5.0
2004,228721,0.48,0.5,0.44,42.0,33.96,5.52
2018,177350,0.06,0.82,0.28,38.62,45.62,22.2
2012,82051,0.52,0.87,1.0,57.8,77.68,49.95
2013,236837,0.82,0.34,0.04,31.08,24.01,7.76
2019,121342,0.35,0.97,0.81,50.82,61.34,31.06
2013,121512,0.74,0.97,0.12,43.22,56.86,51.3
2002,240158,0.17,0.13,0.03,32.84,32.32,5.0
2018,156720,0.2,0.01,0.84,60.65,52.73,17.89
2000,35229,0.44,0.83,0.16,74.31,82.05,84.03
2007,37339,0.03,0.54,0.63,80.6,93.35,63.23
2001,28932,0.4,0.66,0.59,77.56,84.44,80.46
2013,82159,0.71,0.67,0.58,59.24,74.46,50.22
2024,158275,0.19,0.73,0.57,54.87,60.32,15.15
2000,203171,0.19,0.46,0.53,23.98,48.89,5.15
2016,36924,0.61,0.82,0.7,80.73,72.85,73.32
2015,144517,0.95,0.43,0.79,51.85,42.2,25.6
2009,66432,0.86,0.92,0.2,67.66,70.44,66.1
2017,197496,0.49,0.1,0.31,46.89,39.67,15.45
2009,94219,0.97,0.83,0.79,54.4,57.83,49.16
2002,205552,0.42,0.92,0.91,36.15,61.11,5.0
2012,76195,0.55,0.86,0.47,65.17,66.13,55.01
2010,122786,0.7,0.42,0.03,57.14,59.44,54.61
2020,219891,0.11,0.1,0.52,34.37,42.16,5.0
2015,210919,0.78,0.12,0.4,39.4,38.26,9.08
2007,69348,0.13,0.26,0.27,79.02,80.57,60.48
2012,120463,0.23,0.73,0.88,50.92,66.75,37.59
2000,246920,0.18,0.59,0.23,21.6,38.05,5.0
2020,216239,0.25,0.87,0.04,30.1,40.06,17.45
2009,218783,0.5,0.37,0.03,40.58,31.48,20.61
2024,206072,0.51,0.72,0.99,28.61,42.01,5.0
2011,189202,0.63,0.1,0.85,42.3,45.59,6.89
2010,60091,0.5,0.22,0.93,72.12,77.94,70.01
2006,56707,0.1,0.19,0.27,74.2,85.43,68.46
2016,176586,0.84,0.73,0.71,39.84,45.43,17.63
2014,118642,0.64,0.37,0.09,61.51,62.67,52.34
2005,109042,0.34,0.62,0.07,59.68,75.44,66.26
2008,228791,0.56,0.25,0.93,29.75,45.52,5.0
2011,124009,0.46,0.36,0.17,67.33,66.33,48.8
2019,13213,0.74,0.79,0.93,78.08,88.72,73.5
2000,244623,0.92,0.98,0.04,14.84,35.08,5.0
2021,61185,0.03,0.06,0.62,74.13,90.56,64.05
2019,177928,0.97,0.08,0.5,52.22,42.61,22.51
2011,235878,0.17,0.55,0.1,25.93,40.67,5.0
2010,65160,0.65,0.51,0.52,72.14,68.27,62.44
2012,34132,0.71,0.29,0.69,85.71,79.69,75.62
2005,203207,0.2,0.9,0.37,27.93,47.71,5.0
2010,178316,0.28,0.53,0.36,43.98,50.16,20.65
2024,165763,0.63,0.18,0.37,49.6,48.95,24.5
2000,219724,0.97,0.69,0.79,25.81,34.34,5.0
2016,236635,0.02,0.62,0.94,29.09,43.8,5.0
2008,75216,0.1,0.36,0.09,69.98,78.91,58.28
