year,mileage,temp_scale,habit_scale,idle_scale,bat_wellness,alt_wellness,sta_wellness
2017,166099,0.04,0.39,0.04,41.56,53.93,67.89
2017,109026,0.11,0.62,0.42,42.63,62.37,62.54
2007,192813,0.09,0.78,0.46,5.0,43.22,25.8
2018,9301,0.3,0.33,0.29,58.97,95.41,75.42
2004,18080,0.9,0.72,0.44,5.0,85.74,29.99
2021,90437,0.01,0.42,0.42,76.82,80.64,74.54
2011,163552,0.82,0.3,0.52,5.0,50.65,36.12
2002,97697,0.36,0.38,0.97,5.0,54.23,28.94
2017,90485,0.73,0.26,0.2,43.23,16.37,62.13
2021,132101,0.08,0.55,0.56,65.82,55.99,75.37
2020,186716,0.12,0.84,0.63,63.74,35.68,67.09
2015,116546,0.9,0.79,0.74,18.7,51.67,50.55
2008,81765,0.62,0.78,0.88,5.0,56.11,47.55
2014,174342,0.29,0.97,0.27,27.95,48.28,48.69
2000,204235,0.59,0.09,0.74,5.0,35.34,12.58
2015,36628,0.61,0.1,0.17,31.63,90.25,65.56
2018,185489,0.67,0.56,0.57,39.41,36.32,58.18
2017,125368,0.96,0.73,0.65,32.96,43.35,48.65
2015,60283,0.67,0.72,0.36,28.12,76.0,55.73
2021,218755,0.16,0.9,0.86,57.75,28.52,59.23
2024,158309,0.24,0.72,0.75,80.17,50.02,72.4
2016,9391,0.78,0.36,0.92,26.47,80.79,73.71
2017,15199,0.88,0.26,0.85,48.04,80.77,70.73
2004,101042,0.48,0.75,0.8,5.0,52.26,26.71
2019,194989,0.51,0.03,0.94,46.37,29.88,68.55
2024,28662,0.4,0.67,0.53,79.95,85.96,83.37
2010,186061,0.34,0.56,0.05,6.28,54.8,33.0
2022,149192,0.88,0.21,0.4,56.06,44.11,77.23
2011,74549,0.45,0.5,0.51,16.84,75.6,50.19
2024,240659,0.26,0.26,0.02,75.95,47.35,74.29
2011,224313,0.89,0.76,0.06,5.0,29.92,32.54
2021,235805,0.28,0.37,0.82,61.05,30.44,74.18
2006,9574,0.02,0.89,0.28,5.0,91.18,36.0
2013,210344,0.96,0.95,0.74,15.69,26.49,40.09
2002,142560,0.35,0.16,0.82,5.0,44.88,27.18
2009,248773,0.74,0.15,0.51,5.0,12.9,32.98
2011,105735,0.64,0.22,0.22,5.0,72.15,41.93
2013,220352,0.7,0.91,0.11,9.35,29.77,49.76
2021,248122,0.75,0.3,0.05,59.2,26.68,61.15
2011,3206,0.0,0.84,0.9,26.05,82.89,41.76
2015,102389,0.86,0.35,0.19,20.38,65.41,63.26
2008,223355,0.7,0.62,0.64,5.0,22.67,31.02
2016,178741,0.43,0.14,0.61,34.53,36.78,57.54
2021,58938,0.88,0.77,0.57,49.01,59.84,71.26
2011,84720,0.14,0.38,0.35,21.37,74.19,47.81
2009,242482,0.71,0.2,0.53,5.0,19.05,40.48
2006,93716,0.49,0.37,0.11,5.0,75.28,32.02
2023,111322,0.57,0.97,0.86,73.02,48.24,84.63
2007,91567,0.83,0.68,0.48,5.0,59.21,37.61
2019,147194,0.37,0.21,0.36,54.65,62.06,66.94
2010,154057,0.67,0.11,0.88,5.0,47.63,49.47
2011,6975,0.37,0.71,0.45,16.3,85.38,50.1
2000,83559,0.73,0.01,0.62,5.0,61.0,24.52
2004,241336,0.63,0.94,0.76,5.0,21.68,18.25
2010,117376,0.19,0.73,0.94,11.13,46.24,48.06
2003,64203,0.27,0.82,0.69,5.0,67.47,29.43
2021,106525,0.93,0.75,0.05,56.1,60.72,61.35
2014,209419,0.24,0.86,0.22,26.21,39.56,46.68
2012,111198,0.05,0.24,0.53,15.94,63.65,55.98
2010,157741,0.23,0.23,0.44,5.0,50.1,54.55
2021,174829,0.46,0.8,0.94,60.28,31.01,61.07
2009,212329,0.91,0.52,0.36,5.0,38.96,43.94
2015,46598,0.4,0.83,0.36,39.87,85.86,65.09
2000,35508,0.07,0.76,0.88,5.0,73.53,21.33
2000,86625,0.49,0.71,0.72,5.0,61.94,16.91
2001,197990,0.09,0.2,0.21,5.0,38.48,22.52
2023,248049,0.18,0.07,0.42,71.05,26.37,76.37
2021,113986,0.4,0.88,0.13,61.12,66.67,63.61
2010,53072,0.02,0.37,0.78,16.83,74.38,45.01
2011,158143,0.27,0.03,0.99,7.41,39.89,58.53
2004,242483,0.15,0.73,0.29,5.0,40.44,21.95
2021,40801,1.0,0.45,0.87,56.43,64.05,79.07
2024,113317,0.89,0.77,0.18,59.96,64.89,75.38
2011,233173,0.35,0.98,0.04,10.04,40.51,33.52
2006,221283,0.98,0.58,0.67,5.0,32.69,31.21
2003,185420,0.31,0.82,0.23,5.0,48.93,20.98
2007,4471,0.39,0.2,0.02,5.0,91.81,57.53
2008,94030,0.5,0.26,0.07,5.0,78.68,51.26
2011,204524,0.93,0.31,0.75,5.0,32.66,40.01
2008,243546,0.22,0.73,0.28,5.0,38.44,34.26
2022,214901,0.71,0.5,0.77,54.24,30.14,67.89
2012,240709,0.53,0.52,0.47,8.22,34.05,41.5
2014,39936,0.64,0.66,0.13,30.48,88.61,55.6
2018,228677,0.53,0.77,0.87,41.36,32.85,64.52
2019,176464,0.22,0.93,0.4,52.43,42.6,65.43
2023,139630,0.89,0.25,0.91,63.31,41.31,85.18
2002,206562,0.18,0.63,0.15,5.0,45.01,16.77
2017,78327,0.92,0.19,0.64,34.75,64.89,71.15
2017,234166,0.7,0.2,0.98,32.29,21.25,58.93
2022,83589,0.95,0.36,0.37,49.59,68.11,81.26
2020,33901,0.47,0.13,0.4,69.51,86.17,73.84
2021,202780,0.71,0.33,0.82,50.16,25.18,72.35
2017,164947,0.47,0.71,0.11,36.26,55.64,58.82
2020,142801,0.47,0.19,0.41,48.8,50.4,70.42
2014,8220,0.49,0.34,0.91,31.28,82.14,64.14
2004,128593,0.21,0.4,0.78,5.0,50.93,28.04
2001,52244,0.79,0.35,0.15,5.0,77.96,30.04
2009,123248,0.08,0.69,0.57,10.55,55.18,44.66
2001,149841,0.86,0.24,0.56,5.0,47.37,30.66
2008,74968,0.85,0.01,0.88,5.0,66.1,49.2
2021,20535,0.67,0.59,0.85,61.32,79.83,71.88
2008,207490,0.03,0.78,0.56,5.0,44.8,29.48
2013,154039,0.47,0.28,0.12,11.43,55.84,61.25
2013,233231,0.81,0.97,0.9,5.0,21.36,44.55
2020,164715,0.24,0.41,0.81,50.87,41.29,62.53
2018,172884,0.99,0.59,0.52,31.15,25.49,64.32
2016,166510,0.14,0.85,0.29,45.81,49.1,59.7
2006,196667,0.14,0.58,0.1,5.0,42.37,22.5
2016,175339,0.48,0.51,0.89,33.31,36.6,60.94
2016,217634,0.98,0.55,0.88,27.26,21.71,52.75
2014,173120,0.45,0.45,0.62,24.75,46.12,53.91
2000,138617,0.96,0.37,0.34,5.0,51.12,12.46
2001,95938,0.62,0.13,0.44,5.0,64.55,31.58
2013,120956,0.75,0.7,0.58,17.19,54.21,44.67
2022,237135,0.82,0.73,0.22,54.95,13.86,61.23
2005,199222,0.82,0.08,0.54,5.0,37.29,33.03
2012,133408,0.62,0.49,0.89,6.86,40.44,45.89
2006,44021,0.2,0.3,0.68,5.0,73.4,39.72
2001,84315,0.32,0.91,0.62,5.0,66.97,18.47
2009,120902,0.29,0.33,0.8,5.0,46.44,44.06
2022,120295,0.72,0.22,0.57,64.96,58.7,83.78
2001,73044,0.76,0.99,0.27,5.0,69.87,18.62
2020,33350,0.99,0.77,0.47,43.86,75.02,70.17
2017,45559,0.21,0.45,0.27,47.7,80.7,73.44
2013,62474,0.69,0.14,0.01,27.95,67.36,61.23
2001,17484,0.94,0.58,0.73,5.0,76.54,26.63
2022,171993,0.28,0.53,0.98,66.92,30.46,71.31
2021,244283,0.57,0.59,0.9,42.03,21.53,61.43
2007,42722,0.19,0.52,0.23,5.0,83.11,44.63
2020,67487,0.59,0.69,0.46,61.7,76.09,67.08
2019,95911,0.61,0.33,0.25,47.66,58.33,61.07
2014,3681,0.17,0.6,0.33,20.77,100.0,52.61
2020,5050,0.1,0.09,0.93,78.41,88.81,79.06
2012,121651,0.49,0.9,0.64,10.61,60.15,33.38
2018,97018,0.24,0.23,0.05,45.8,68.94,64.91
2014,107636,0.61,0.51,0.02,24.92,55.95,66.21
2014,200291,0.85,0.47,0.32,7.96,31.81,52.23
2024,85123,0.12,0.93,0.26,89.82,80.49,80.91
2022,53031,0.23,0.08,0.61,77.08,16.6,87.76
2001,17241,0.58,0.66,0.28,5.0,83.2,28.83
2021,103466,0.2,0.18,0.72,52.36,64.62,77.62
2024,91088,0.02,0.12,0.2,86.06,74.25,91.35
2021,147568,0.65,0.43,0.93,54.19,34.21,74.49
2019,192213,0.71,0.44,0.22,49.74,47.18,59.17
2011,103548,0.27,0.47,0.92,15.6,55.34,44.6
2020,145948,0.1,0.72,0.65,60.35,54.79,76.46
2003,183455,0.85,0.71,0.28,5.0,38.0,18.22
2018,21296,0.57,0.61,0.84,56.82,79.04,73.89
2002,27201,0.21,0.98,0.69,5.0,75.79,26.44
2015,212514,0.42,0.68,0.29,36.09,35.8,46.87
2018,129442,0.26,0.11,0.26,45.5,61.5,71.48
2018,140841,0.96,0.44,0.06,37.83,46.02,66.88
2019,92137,0.06,1.0,0.42,60.72,71.45,60.52
2023,148546,0.19,0.51,0.22,70.63,54.61,80.79
2020,228214,0.02,0.08,0.22,62.26,34.24,60.66
2003,74723,0.75,0.16,0.6,5.0,59.74,33.67
2017,46603,0.72,0.27,0.08,40.54,76.68,76.09
2017,24944,0.84,0.03,0.63,45.39,74.98,74.2
2013,127289,0.12,0.63,0.36,30.84,68.56,57.06
2023,139389,0.07,0.24,0.98,78.36,56.18,77.24
2008,186010,0.72,0.1,0.36,5.0,47.74,44.22
2017,119120,0.22,0.35,0.71,52.1,54.89,63.18
2004,112867,0.67,0.24,0.05,5.0,71.61,36.52
2020,134336,0.88,0.19,0.13,47.84,51.37,76.5
2006,91457,0.07,0.22,0.16,5.0,78.7,44.89
2022,157842,0.26,0.16,0.15,68.04,58.68,75.72
2003,155479,0.29,0.27,0.16,5.0,45.67,35.84
2019,31097,0.51,0.7,0.2,48.91,87.62,70.32
2012,102977,0.18,0.02,0.11,25.83,70.11,58.49
2024,210724,0.5,0.61,0.59,67.94,28.83,73.02
2012,221886,0.82,0.03,0.4,13.97,28.33,54.96
2011,39357,0.95,0.92,0.83,7.81,73.83,42.94
2001,237416,0.01,0.31,0.31,5.0,30.21,18.52
2010,150399,0.83,0.7,0.36,5.0,53.4,44.77
2020,132343,0.42,0.89,0.84,54.84,52.72,62.59
2012,81126,0.99,0.88,0.37,6.87,69.15,40.04
2013,167346,0.68,0.48,0.84,21.6,39.53,49.62
2018,26152,0.56,0.47,0.89,38.81,72.06,76.06
2014,200532,0.44,0.25,0.64,17.9,33.66,52.77
2015,24264,0.27,0.66,0.2,43.48,92.52,61.16
2019,219019,0.95,0.8,0.15,36.74,30.54,47.64
2001,185415,0.03,0.85,0.27,5.0,51.12,15.65
2014,2052,0.68,0.4,0.2,26.78,91.84,64.53
2002,73485,0.06,0.42,0.6,5.0,78.73,22.49
2006,27375,0.09,0.4,0.09,5.0,88.59,38.39
2001,516,1.0,0.52,0.74,5.0,86.66,36.3
2015,199868,0.32,0.59,0.7,25.31,40.44,53.52
2019,165039,0.41,0.11,0.81,51.3,48.55,73.29
2007,155589,0.66,0.57,0.34,5.0,52.51,33.26
2015,128037,0.36,0.27,0.2,28.49,61.6,56.96
2013,50738,0.81,0.12,0.54,19.01,72.13,58.23
2011,172572,0.9,0.61,0.68,5.0,48.37,45.33
2015,86533,0.19,0.04,0.45,39.33,60.94,72.89
2000,178670,0.15,0.9,0.21,5.0,50.79,14.89
2019,24180,0.02,0.66,0.31,66.44,95.74,63.84
2008,23995,0.72,0.44,0.53,5.0,77.65,42.97
2015,119212,0.75,0.25,0.52,26.4,66.56,55.84
2006,75751,0.15,0.68,0.34,5.0,76.38,36.4
2019,116252,0.71,0.27,0.98,53.51,51.43,68.92
2013,214996,0.16,0.88,0.01,24.22,39.26,31.1
2002,11781,0.43,0.73,0.92,5.0,70.55,37.82
2003,167360,0.66,0.85,0.5,5.0,43.57,13.87
2010,21238,0.23,0.86,0.87,16.08,82.37,43.58
2023,66287,0.28,0.6,0.8,70.99,68.26,71.6
2008,222720,0.6,0.87,0.41,5.0,41.11,23.19
2017,80987,0.49,0.07,0.67,39.77,77.49,68.71
2018,40203,0.91,0.54,0.46,34.7,75.47,70.08
2013,134343,0.95,0.9,0.01,14.38,51.04,55.23
2001,43301,0.13,0.17,0.68,5.0,69.19,28.95
2014,128214,0.69,0.87,0.42,24.26,58.67,48.8
2001,206611,0.45,0.78,0.45,5.0,38.61,7.41
2002,219114,0.35,0.06,0.63,5.0,32.08,32.27
2001,188519,0.29,0.21,0.44,5.0,42.46,16.39
2004,48945,0.4,0.44,0.32,5.0,81.38,38.13
2015,101707,0.56,0.98,0.57,33.25,63.74,52.34
2003,233652,0.58,0.07,0.98,5.0,19.76,17.61
2022,27395,0.59,0.14,0.96,57.94,64.06,87.52
2020,211715,0.37,0.14,0.46,53.38,40.92,63.65
2001,108438,0.2,0.45,0.36,5.0,65.66,24.32
2004,180532,0.68,0.13,0.2,5.0,47.94,27.41
2001,29939,0.73,0.16,0.3,5.0,85.74,27.53
2024,59152,0.47,0.38,0.32,78.38,73.45,83.76
2002,55196,0.48,0.94,0.08,5.0,83.84,28.4
2003,171510,0.67,0.53,0.63,5.0,40.31,25.99
2010,210007,0.43,0.25,0.68,7.6,35.09,44.65
2017,81687,0.57,0.12,0.42,39.25,65.92,59.73
2017,146748,0.27,0.39,0.64,45.51,46.26,58.72
2016,22748,0.57,0.98,0.34,41.77,89.87,53.14
2008,66311,0.82,0.25,0.96,5.0,60.91,43.26
2014,177167,0.42,0.38,0.7,23.21,43.31,56.73
2014,155485,0.64,0.02,0.07,22.38,53.36,54.08
2011,121542,0.73,0.53,0.57,7.3,53.91,48.56
2007,237823,0.09,0.11,0.85,5.0,23.28,34.78
2006,193634,0.52,0.91,0.32,5.0,35.18,29.87
2002,243082,0.85,0.42,0.18,5.0,36.17,22.3
2022,203456,0.19,0.69,0.79,70.11,34.04,72.5
2008,224977,0.12,0.34,0.11,5.0,39.04,38.96
2006,187992,0.68,0.79,0.31,5.0,48.45,31.37
2007,59495,0.41,0.55,0.96,5.0,67.09,43.55
2001,155123,0.71,0.4,0.21,5.0,53.43,22.8
2011,41262,0.09,0.36,0.89,19.93,77.52,54.19
2004,90269,0.04,0.44,0.5,5.0,76.17,35.13
2006,247171,0.44,0.22,0.85,5.0,20.48,25.97
2015,218017,0.6,0.78,0.16,28.11,37.72,42.34
2010,139363,0.53,0.71,0.59,12.28,53.44,39.35
2021,40513,0.95,0.14,0.93,60.71,69.2,81.84
2019,204478,0.87,0.92,0.42,38.88,38.93,57.86
2024,29703,0.53,0.54,0.46,72.19,16.62,84.56
2020,11223,0.16,0.82,0.82,71.97,88.45,71.36
2018,40456,0.72,0.17,0.67,53.29,74.66,80.73
2010,19105,0.34,0.8,0.22,22.6,95.71,49.85
2013,86296,0.15,0.45,0.28,34.56,70.04,55.5
2003,209523,0.77,0.2,0.8,5.0,23.25,33.62
2017,26004,0.12,0.89,0.45,60.65,78.28,58.19
2017,211173,0.73,0.36,0.62,35.75,31.64,55.31
2022,198593,0.89,0.01,0.03,55.84,47.51,81.84
2019,239831,0.89,0.64,0.86,32.48,18.36,56.91
2017,239137,0.63,0.14,0.08,36.53,31.67,56.21
2010,40345,0.9,0.24,0.67,5.0,77.54,52.78
2008,140166,0.71,0.76,0.1,5.0,61.03,32.76
2012,109157,0.91,0.02,0.17,8.16,68.38,61.01
2021,155413,0.59,0.43,0.46,50.38,49.05,69.31
2012,75736,0.39,0.77,0.51,19.84,61.11,49.83
2002,208191,0.16,0.09,0.88,5.0,32.97,32.58
2019,117287,0.63,0.7,0.73,50.04,56.47,61.55
2007,52451,0.33,0.49,0.75,9.84,75.74,39.22
2013,31721,0.76,0.1,0.64,20.18,70.62,57.69
2021,29081,0.27,0.37,0.9,71.15,81.03,78.89
2004,17932,0.64,0.03,0.44,5.0,81.79,38.07
2019,167268,0.14,0.9,0.22,45.67,60.92,58.55
2001,217181,0.77,0.28,0.16,5.0,39.13,15.45
2021,234845,0.49,0.94,0.6,57.08,29.94,57.59
2004,132860,0.48,0.51,0.97,5.0,46.65,32.27
2000,186599,0.74,0.67,0.71,5.0,46.35,14.78
2020,172565,0.68,0.0,0.38,53.41,46.06,72.67
2008,160855,0.89,0.73,0.54,5.0,44.26,32.0
2019,97876,0.9,0.95,0.42,37.09,55.46,60.44
2023,165751,0.99,0.99,0.22,57.17,49.08,72.73
2007,128567,0.28,0.24,0.35,5.0,50.81,48.73
2000,56645,0.19,0.03,0.77,5.0,71.13,27.93
2019,182140,0.31,0.8,0.55,51.75,46.56,60.74
2019,142710,0.43,0.79,0.3,48.23,52.86,61.54
2023,151525,0.12,0.99,0.43,82.99,57.55,69.33
2014,135994,0.59,0.14,0.86,32.23,53.04,63.25
2020,103157,0.39,0.62,0.74,56.82,52.82,65.86
2004,166258,0.59,0.64,0.83,5.0,40.61,22.58
2007,103875,0.58,0.4,0.65,5.0,60.34,39.3
2019,191809,0.93,0.1,0.49,33.4,38.3,61.81
2006,164636,0.55,0.14,0.77,5.0,34.28,37.12
2011,134496,0.09,0.52,0.89,5.0,37.2,41.74
2013,54657,0.3,0.93,0.49,17.56,82.38,49.52
2014,178096,0.02,0.67,0.11,37.8,55.4,47.71
2008,217610,0.82,0.33,0.92,5.0,19.23,38.01
2009,39492,0.34,0.97,0.57,5.0,75.28,42.09
2019,114691,0.22,0.33,0.91,53.55,48.49,75.1
2023,46726,0.51,0.02,0.91,68.46,65.49,87.45
2001,78202,0.18,0.31,0.54,5.0,75.11,28.89
2022,101031,0.64,0.69,0.71,67.09,66.83,67.94
2006,101830,0.71,0.29,0.3,5.0,62.49,42.22
2001,176159,0.39,0.84,0.13,5.0,50.7,8.63
2009,156621,0.98,0.22,0.89,5.0,36.48,40.11
2004,96893,0.33,0.82,0.14,5.0,61.14,36.26
2001,122404,0.95,0.96,0.24,5.0,74.53,10.69
2023,187580,0.41,0.54,0.17,66.62,47.0,75.4
2004,170799,0.27,0.69,0.98,5.0,40.58,24.76
2016,178290,0.28,0.41,0.72,40.39,33.79,57.08
2001,203745,0.71,0.27,0.07,5.0,41.37,24.19
2019,85446,0.37,0.86,0.02,66.66,77.82,55.93
2020,102665,0.55,0.55,0.31,55.6,72.52,68.59
2020,111345,0.69,0.44,0.65,48.71,64.87,75.67
2005,212447,0.67,0.06,0.96,5.0,28.35,38.27
2024,63898,0.74,0.83,0.44,68.78,63.19,84.12
2016,89086,0.24,0.49,0.11,47.35,70.78,57.57
2010,209917,0.95,0.69,0.23,5.0,40.31,33.15
2021,74810,0.27,0.7,0.75,54.41,62.43,69.7
2011,191798,0.82,0.63,0.2,5.0,36.76,48.58
2007,164434,0.74,0.33,0.17,5.0,55.01,31.49
2003,128168,0.39,0.73,0.1,5.0,63.94,25.74
2012,96733,0.24,0.16,0.83,24.53,60.91,58.62
2018,205530,0.94,0.25,0.12,30.51,33.39,64.51
2015,7972,0.6,0.79,0.98,26.93,86.14,68.33
2015,95648,0.98,0.04,0.13,14.27,68.3,65.44
2017,73794,0.75,0.99,0.29,45.25,69.58,66.49
2021,162404,0.79,0.68,0.13,42.99,49.9,68.91
2023,14832,0.86,0.62,0.09,60.65,87.07,81.22
2000,31907,0.52,0.03,0.95,5.0,71.51,29.8
2004,175930,0.9,0.17,0.52,5.0,31.68,30.04
2000,242355,0.76,0.15,0.1,5.0,26.09,18.17
2001,4227,0.75,0.12,0.71,5.0,85.08,31.54
2011,40419,0.5,0.97,0.3,16.23,90.63,45.09
2002,219568,0.38,0.91,0.36,5.0,43.12,15.05
2004,116979,0.2,0.47,0.57,5.0,68.78,28.62
2009,65984,0.67,0.33,0.65,5.0,67.53,42.97
2009,206013,0.11,0.19,0.2,6.67,44.4,42.69
2018,215049,0.32,0.35,0.67,39.92,34.84,67.12
2023,57884,0.77,0.64,0.06,54.95,75.44,79.34
2024,241024,0.44,0.11,0.7,70.75,25.16,80.79
2008,200072,0.83,0.73,0.46,5.0,32.96,28.65
2008,238076,0.63,0.36,0.19,5.0,35.8,39.8
2006,167534,0.37,0.04,0.91,5.0,38.14,36.81
2011,82864,0.02,0.6,0.36,16.1,75.54,55.5
2015,71707,0.37,0.11,0.53,30.03,68.14,68.23
2004,154944,0.33,0.89,0.68,5.0,45.49,23.14
2015,193088,0.43,0.11,0.45,32.16,43.84,71.37
2012,135098,0.43,0.55,0.67,13.06,47.63,47.83
2016,121465,0.6,0.63,0.12,24.59,62.27,65.7
2013,60359,0.07,0.88,0.15,29.41,77.65,54.78
2008,110933,0.7,0.68,0.62,5.0,49.91,41.5
2013,96900,0.45,0.94,0.76,14.35,60.09,42.81
2001,142657,0.23,0.66,0.15,5.0,70.41,22.45
2001,192569,0.52,0.92,0.93,5.0,34.0,8.26
2022,154669,0.48,0.51,0.61,61.68,38.82,74.42
2023,124916,0.57,0.92,0.12,65.44,68.41,68.84
2008,181164,0.05,0.89,0.24,5.0,47.33,37.53
2003,247094,0.25,0.83,0.86,5.0,19.73,10.82
2003,203615,0.19,0.27,0.15,5.0,49.5,30.15
2016,151814,0.85,0.5,0.23,33.27,55.35,61.77
2015,60578,0.54,0.25,0.14,34.15,83.76,62.36
2002,197198,0.69,0.27,0.35,5.0,35.42,21.45
2015,106854,0.68,0.83,0.23,36.82,58.3,52.21
2000,227063,0.16,0.8,0.8,5.0,33.65,5.0
2008,220142,0.06,0.35,0.09,5.0,40.02,41.64
2018,193976,0.34,0.57,0.14,41.54,47.02,62.97
2017,221589,0.76,0.03,0.22,40.36,33.74,63.98
2022,200866,0.31,0.63,0.76,66.73,36.98,65.54
2012,48617,0.04,0.37,0.2,26.23,80.94,57.74
2022,100975,0.56,0.36,0.98,70.23,49.51,78.93
2008,131066,0.45,0.8,0.15,5.0,63.73,28.5
2021,147874,0.32,0.46,0.0,56.11,62.05,70.66
2001,207706,0.37,0.17,0.0,5.0,50.11,21.23
2009,238584,0.85,0.49,0.52,5.0,24.99,30.93
2019,110452,0.4,0.03,0.35,54.92,67.25,75.2
2002,144590,0.23,0.38,0.52,5.0,55.99,22.8
2009,75978,0.58,0.47,0.41,5.0,70.7,39.67
2012,176803,0.06,0.52,0.58,20.72,48.87,49.05
2023,169143,0.48,0.18,0.07,71.52,53.67,77.57
2018,84778,0.27,0.31,0.87,52.08,61.47,71.05
2006,240617,0.12,0.79,0.05,5.0,36.2,19.68
2000,98525,0.42,0.81,0.6,5.0,70.96,6.61
2021,142568,0.57,0.43,0.19,56.64,53.66,75.61
2003,79062,0.66,0.8,0.69,5.0,68.19,20.74
2002,75234,0.87,0.14,0.82,5.0,57.26,28.43
2023,177370,0.24,0.71,0.59,71.67,40.85,65.51
2005,220603,0.56,0.43,0.34,5.0,41.57,26.24
2013,12869,0.13,0.56,0.37,32.93,80.33,54.06
2013,218408,0.6,0.55,0.19,14.16,37.21,41.32
2022,80502,0.76,0.13,0.44,56.77,63.97,77.57
2001,201344,0.66,0.41,0.36,5.0,28.47,17.06
2011,236222,0.34,0.57,0.54,5.0,31.07,41.19
2023,85174,0.05,0.16,0.46,75.63,76.64,79.16
2004,185016,0.51,0.82,0.49,5.0,40.62,25.96
2022,44221,0.42,0.9,0.4,65.67,83.95,68.82
2006,115755,0.54,0.81,0.05,5.0,67.68,33.18
2014,27355,0.28,0.01,0.23,40.33,85.94,69.06
2016,101729,0.79,0.56,0.74,34.28,50.6,61.03
2008,148177,0.47,0.8,0.62,5.0,49.4,39.13
2022,130479,0.68,0.22,0.58,66.62,44.44,80.24
2012,103441,0.8,0.97,0.48,9.03,59.47,43.5
2021,179412,0.14,0.93,0.84,62.99,40.46,54.0
2010,160705,0.41,0.19,0.22,9.04,55.1,43.1
2011,232741,0.63,0.1,0.48,8.53,21.57,46.53
2008,134037,0.43,0.16,0.05,5.0,51.34,35.31
2015,245040,0.89,0.81,0.82,22.56,20.6,42.46
2006,62337,0.69,0.88,0.96,5.0,65.32,28.99
2024,165863,0.67,0.6,0.75,65.98,39.36,68.84
2012,108257,0.33,0.1,0.67,22.31,56.84,52.06
2024,131638,0.94,0.2,0.59,70.76,55.99,87.81
2022,222948,0.17,0.9,0.12,72.62,43.13,66.08
2004,105505,0.86,0.18,0.9,5.0,59.38,32.13
2008,200985,0.23,0.85,0.54,5.0,32.21,29.0
2000,31924,0.36,0.8,0.22,5.0,90.49,19.57
2017,246118,0.65,0.41,0.96,28.66,21.53,47.32
2021,246325,0.58,0.38,0.2,52.44,24.32,76.11
2000,183282,0.45,0.76,0.46,5.0,40.09,10.23
2001,36443,0.03,0.22,0.14,5.0,91.98,38.47
2023,173038,0.52,0.02,0.58,75.98,42.51,82.02
2024,206842,0.15,0.91,0.71,79.0,40.79,66.38
2018,181736,0.3,0.22,0.54,48.61,48.5,58.47
2006,76155,0.13,0.67,0.61,5.0,70.48,37.84
2007,210643,0.29,0.61,0.1,5.0,38.52,28.39
2016,22459,0.21,0.5,0.36,45.0,86.82,73.87
2003,29317,0.18,0.6,0.49,5.0,84.04,33.18
2000,81354,0.01,0.73,0.24,5.0,67.24,13.25
2009,211103,0.2,0.83,0.82,5.0,36.71,30.21
2022,135466,0.29,0.99,0.72,74.28,59.94,61.9
2013,134765,0.69,0.38,0.34,21.95,54.15,54.35
2003,48750,0.16,0.16,0.43,5.0,80.14,29.6
2016,157460,0.39,0.53,0.26,34.79,54.35,55.7
2023,78186,0.94,0.75,0.33,62.77,65.31,74.71
2019,245988,0.24,0.29,0.06,58.9,39.04,63.99
2013,188410,0.75,0.12,0.29,14.11,35.58,57.98
2023,141665,0.31,0.5,0.9,79.66,44.54,74.43
2007,37195,0.57,0.33,0.09,5.0,79.84,48.57
2020,68742,0.38,0.84,0.16,56.51,79.18,78.56
2016,221691,0.59,0.49,0.23,32.47,38.46,53.4
2005,102666,0.06,1.0,0.57,5.0,59.84,30.14
2015,139774,0.65,0.25,0.76,22.35,40.49,54.48
2024,73664,0.19,0.33,0.63,76.67,77.97,81.02
2018,221595,0.32,0.58,0.51,39.23,35.37,64.85
2013,153023,0.99,0.57,0.85,19.4,33.22,57.96
2022,200686,0.52,0.78,0.14,61.03,39.11,61.88
2001,29260,0.62,0.87,0.56,5.0,71.97,22.74
2023,68438,0.69,0.07,0.25,65.98,65.03,84.89
2024,12626,0.08,0.55,0.16,87.69,88.83,87.83
2009,197918,0.44,0.98,0.91,5.67,34.15,36.29
2004,63273,0.88,0.04,0.78,5.0,53.76,41.61
2007,235920,0.97,0.8,0.52,5.0,31.31,22.53
2012,176556,0.1,0.68,0.96,22.31,37.86,36.47
2020,158057,0.51,0.55,0.82,59.06,40.58,64.97
2002,160877,0.12,0.94,0.05,5.0,60.66,16.38
2022,237469,0.87,0.39,0.95,54.02,7.11,65.58
2019,7194,0.1,0.25,0.96,59.75,85.76,77.72
2009,70482,0.06,0.28,0.25,15.6,84.89,47.19
2009,168102,0.9,0.88,0.11,5.0,42.74,28.05
2024,113035,0.75,0.49,0.63,64.65,52.96,73.75
2004,227384,0.98,0.75,0.77,5.0,19.63,5.0
2021,33437,0.8,0.18,0.81,59.34,67.72,80.59
2003,23674,0.24,0.77,0.79,5.0,86.47,24.01
2001,41943,0.13,0.09,0.11,5.0,82.19,32.88
2002,34089,0.94,0.69,0.16,5.0,85.23,17.99
2015,157281,0.64,0.95,0.55,38.02,41.95,49.46
2007,199798,0.16,0.73,0.12,5.0,50.59,18.85
2001,11052,0.53,0.78,0.25,5.0,84.58,29.09
2000,58103,0.18,0.4,0.55,5.0,72.2,22.68
2017,110411,0.38,0.11,0.52,53.19,61.92,63.72
