slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,Maintenance_Type,volt_fluctuation,avg_temp,avg_rpm,avg_idle,alternator_wellness,battery_wellness,starter_motor_wellness,serpentine_belt_wellness,ignition_coils_wellness,cv_axle_wellness,wheel_bearings_wellness,fuel_pump_wellness,clutch_wellness,bushings_wellness,brake_pads_wellness,radiator_wellness,water_pump_wellness,spark_plugs_wellness,o2_sensor_wellness
1045,car,toyota,fortuner,diesel,2016,mumbai,40000,41372,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4300,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.51521739130435,76.01623188405797,76.01623188405797,64.02434782608695,72.32642140468228,74.30310559006212,77.51521739130435,77.51521739130435,67.29486166007905,64.02434782608695,28.048695652173905,82.01217391304347,70.02028985507248,55.030434782608694,70.02028985507248
1046,car,toyota,fortuner,diesel,2016,mumbai,40000,40282,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4410,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.10760869565217,76.64811594202898,76.64811594202898,64.97217391304348,73.05551839464883,74.98012422360249,78.10760869565217,78.10760869565217,68.15652173913043,64.97217391304348,29.944347826086947,82.48608695652173,70.81014492753623,56.21521739130435,70.81014492753623
1047,car,toyota,fortuner,diesel,2016,mumbai,40000,40483,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4299,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.9983695652174,76.53159420289855,76.53159420289855,64.79739130434783,72.92107023411371,74.85527950310559,77.9983695652174,77.9983695652174,67.99762845849801,64.79739130434783,29.594782608695645,82.39869565217391,70.6644927536232,55.99673913043478,70.6644927536232
1048,car,toyota,fortuner,diesel,2016,mumbai,40000,40984,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4449,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.72608695652174,76.24115942028986,76.24115942028986,64.36173913043478,72.58595317725752,74.544099378882,77.72608695652174,77.72608695652174,67.60158102766798,64.36173913043478,28.723478260869562,82.18086956521739,70.30144927536233,55.45217391304348,70.30144927536233
1049,car,toyota,fortuner,diesel,2016,mumbai,40000,40932,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4489,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.75434782608696,76.27130434782609,76.27130434782609,64.40695652173913,72.62073578595319,74.57639751552794,77.75434782608696,77.75434782608696,67.64268774703557,64.40695652173913,28.813913043478255,82.20347826086957,70.33913043478262,55.50869565217391,70.33913043478262
1050,car,toyota,fortuner,diesel,2016,mumbai,40000,40282,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4499,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.10760869565217,76.64811594202898,76.64811594202898,64.97217391304348,73.05551839464883,74.98012422360249,78.10760869565217,78.10760869565217,68.15652173913043,64.97217391304348,29.944347826086947,82.48608695652173,70.81014492753623,56.21521739130435,70.81014492753623
1051,car,toyota,fortuner,diesel,2016,mumbai,40000,40221,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4488,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.14076086956521,76.68347826086956,76.68347826086956,65.02521739130434,73.09632107023411,75.01801242236024,78.14076086956521,78.14076086956521,68.20474308300395,65.02521739130434,30.050434782608683,82.51260869565216,70.85434782608695,56.28152173913043,70.85434782608695
1052,car,toyota,fortuner,diesel,2016,mumbai,40000,42778,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4444,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.75108695652175,75.20115942028986,75.20115942028986,62.80173913043478,71.38595317725753,73.42981366459627,76.75108695652175,76.75108695652175,66.18339920948615,62.80173913043478,25.60347826086956,81.40086956521739,69.00144927536232,53.502173913043485,69.00144927536232
1053,car,toyota,fortuner,diesel,2016,mumbai,40000,40787,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4333,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.83315217391305,76.35536231884058,76.35536231884058,64.53304347826086,72.71772575250837,74.66645962732919,77.83315217391305,77.83315217391305,67.75731225296443,64.53304347826086,29.06608695652173,82.26652173913043,70.44420289855073,55.66630434782609,70.44420289855073
1054,car,toyota,fortuner,diesel,2016,mumbai,40000,40098,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4344,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.20760869565217,76.75478260869565,76.75478260869565,65.13217391304347,73.17859531772575,75.0944099378882,78.20760869565217,78.20760869565217,68.30197628458498,65.13217391304347,30.264347826086947,82.56608695652173,70.94347826086957,56.41521739130435,70.94347826086957
1055,car,toyota,fortuner,diesel,2016,mumbai,40000,40379,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4443,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.05489130434783,76.59188405797101,76.59188405797101,64.88782608695651,72.99063545150501,74.91987577639752,78.05489130434783,78.05489130434783,68.0798418972332,64.88782608695651,29.775652173913038,82.44391304347826,70.73985507246377,56.10978260869566,70.73985507246377
1056,car,toyota,fortuner,diesel,2016,mumbai,40000,40257,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4499,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.12119565217391,76.66260869565218,76.66260869565218,64.99391304347826,73.07224080267558,74.99565217391304,78.12119565217391,78.12119565217391,68.17628458498024,64.99391304347826,29.987826086956517,82.49695652173912,70.82826086956521,56.24239130434783,70.82826086956521
1057,car,toyota,fortuner,diesel,2016,mumbai,40000,40764,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4477,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.84565217391304,76.36869565217391,76.36869565217391,64.55304347826086,72.73311036789298,74.68074534161491,77.84565217391304,77.84565217391304,67.77549407114624,64.55304347826086,29.106086956521725,82.27652173913043,70.4608695652174,55.69130434782609,70.4608695652174
1058,car,toyota,fortuner,diesel,2016,mumbai,40000,40643,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4450,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.91141304347826,76.43884057971015,76.43884057971015,64.65826086956521,72.81404682274247,74.75590062111802,77.91141304347826,77.91141304347826,67.87114624505928,64.65826086956521,29.31652173913043,82.3291304347826,70.54855072463768,55.822826086956525,70.54855072463768
1059,car,toyota,fortuner,diesel,2016,mumbai,40000,40173,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4389,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.16684782608696,76.71130434782609,76.71130434782609,65.06695652173913,73.12842809364548,75.04782608695652,78.16684782608696,78.16684782608696,68.24268774703557,65.06695652173913,30.133913043478255,82.53347826086956,70.88913043478261,56.33369565217392,70.88913043478261
1060,car,toyota,fortuner,diesel,2016,mumbai,50000,50583,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.50923913043479,70.67652173913044,70.67652173913044,56.01478260869565,66.16521739130434,68.58198757763975,72.50923913043479,72.50923913043479,60.01343873517786,56.01478260869565,12.02956521739129,78.00739130434782,63.34565217391304,45.018478260869564,63.34565217391304
1061,car,toyota,fortuner,diesel,2016,mumbai,50000,50236,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4110,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.69782608695652,70.87768115942029,70.87768115942029,56.31652173913043,66.39732441471573,68.79751552795031,72.69782608695652,72.69782608695652,60.28774703557311,56.31652173913043,12.633043478260863,78.15826086956521,63.597101449275364,45.39565217391305,63.597101449275364
1062,car,toyota,fortuner,diesel,2016,mumbai,50000,50673,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4199,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.46032608695651,70.62434782608695,70.62434782608695,55.93652173913043,66.10501672240802,68.52608695652174,72.46032608695651,72.46032608695651,59.942292490118575,55.93652173913043,11.873043478260858,77.96826086956521,63.280434782608694,44.92065217391305,63.280434782608694
1063,car,toyota,fortuner,diesel,2016,mumbai,50000,50892,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4189,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.34130434782608,70.49739130434783,70.49739130434783,55.74608695652174,65.95852842809364,68.39006211180124,72.34130434782608,72.34130434782608,59.7691699604743,55.74608695652174,11.49217391304347,77.87304347826087,63.12173913043478,44.68260869565217,63.12173913043478
1064,car,toyota,fortuner,diesel,2016,mumbai,50000,51427,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4179,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.05054347826088,70.1872463768116,70.1872463768116,55.28086956521739,65.60066889632107,68.05776397515528,72.05054347826088,72.05054347826088,59.346245059288535,55.28086956521739,10.561739130434766,77.6404347826087,62.7340579710145,44.10108695652174,62.7340579710145
1065,car,toyota,fortuner,diesel,2016,mumbai,50000,50237,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.69728260869566,70.87710144927537,70.87710144927537,56.31565217391304,66.39665551839464,68.79689440993788,72.69728260869566,72.69728260869566,60.28695652173912,56.31565217391304,12.631304347826077,78.15782608695652,63.596376811594205,45.3945652173913,63.596376811594205
1066,car,toyota,fortuner,diesel,2016,mumbai,50000,49622,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4150,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,73.03152173913044,71.2336231884058,71.2336231884058,56.850434782608694,66.80802675585285,69.17888198757764,73.03152173913044,73.03152173913044,60.77312252964426,56.850434782608694,13.700869565217378,78.42521739130434,64.04202898550724,46.063043478260866,64.04202898550724
1067,car,toyota,fortuner,diesel,2016,mumbai,50000,49263,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4198,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,73.2266304347826,71.44173913043478,71.44173913043478,57.162608695652175,67.04816053511706,69.40186335403726,73.2266304347826,73.2266304347826,61.05691699604743,57.162608695652175,14.325217391304335,78.58130434782609,64.30217391304348,46.45326086956521,64.30217391304348
1068,car,toyota,fortuner,diesel,2016,mumbai,50000,50268,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4148,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.6804347826087,70.8591304347826,70.8591304347826,56.288695652173914,66.37591973244147,68.7776397515528,72.6804347826087,72.6804347826087,60.26245059288537,56.288695652173914,12.577391304347818,78.14434782608696,63.57391304347826,45.360869565217385,63.57391304347826
1069,car,toyota,fortuner,diesel,2016,mumbai,50000,51452,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4141,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.03695652173914,70.1727536231884,70.1727536231884,55.25913043478261,65.58394648829432,68.04223602484471,72.03695652173914,72.03695652173914,59.32648221343872,55.25913043478261,10.51826086956521,77.6295652173913,62.7159420289855,44.073913043478264,62.7159420289855
1070,car,toyota,fortuner,diesel,2016,mumbai,50000,50348,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4200,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.63695652173914,70.81275362318841,70.81275362318841,56.219130434782606,66.32240802675585,68.72795031055901,72.63695652173914,72.63695652173914,60.199209486166005,56.219130434782606,12.438260869565209,78.10956521739129,63.515942028985506,45.27391304347827,63.515942028985506
1071,car,toyota,fortuner,diesel,2016,mumbai,50000,50888,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4210,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.34347826086956,70.49971014492753,70.49971014492753,55.74956521739129,65.96120401337792,68.39254658385093,72.34347826086956,72.34347826086956,59.77233201581027,55.74956521739129,11.4991304347826,77.87478260869565,63.12463768115941,44.68695652173913,63.12463768115941
1072,car,toyota,fortuner,diesel,2016,mumbai,50000,50678,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4242,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.45760869565217,70.62144927536231,70.62144927536231,55.93217391304347,66.10167224080269,68.52298136645962,72.45760869565217,72.45760869565217,59.938339920948614,55.93217391304347,11.864347826086941,77.96608695652174,63.2768115942029,44.91521739130435,63.2768115942029
1073,car,toyota,fortuner,diesel,2016,mumbai,50000,50755,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4190,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.41576086956522,70.57681159420291,70.57681159420291,55.86521739130434,66.05016722408027,68.47515527950311,72.41576086956522,72.41576086956522,59.87747035573122,55.86521739130434,11.73043478260869,77.93260869565218,63.221014492753625,44.83152173913043,63.221014492753625
1074,car,toyota,fortuner,diesel,2016,mumbai,50000,50245,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.6929347826087,70.87246376811594,70.87246376811594,56.30869565217391,66.39130434782608,68.79192546583852,72.6929347826087,72.6929347826087,60.28063241106718,56.30869565217391,12.617391304347814,78.15434782608696,63.59057971014492,45.3858695652174,63.59057971014492
1075,car,toyota,fortuner,diesel,2016,mumbai,50000,50345,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4099,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.63858695652175,70.8144927536232,70.8144927536232,56.22173913043478,66.32441471571906,68.72981366459628,72.63858695652175,72.63858695652175,60.20158102766797,56.22173913043478,12.443478260869556,78.11086956521739,63.518115942028984,45.27717391304348,63.518115942028984
1076,car,toyota,fortuner,diesel,2016,mumbai,50000,50896,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4089,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.33913043478262,70.49507246376811,70.49507246376811,55.74260869565217,65.95585284280936,68.38757763975156,72.33913043478262,72.33913043478262,59.76600790513833,55.74260869565217,11.485217391304337,77.87130434782608,63.118840579710145,44.67826086956522,63.118840579710145
1077,car,toyota,fortuner,diesel,2016,mumbai,50000,50890,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4123,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.34239130434783,70.49855072463768,70.49855072463768,55.74782608695652,65.95986622073579,68.3913043478261,72.34239130434783,72.34239130434783,59.77075098814228,55.74782608695652,11.49565217391303,77.87391304347825,63.1231884057971,44.68478260869565,63.1231884057971
1078,car,toyota,fortuner,diesel,2016,mumbai,50000,50789,1,1,1,0,1,0,0,0,1,0,0,1,0,0,4243,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.39728260869565,70.55710144927536,70.55710144927536,55.83565217391304,66.02742474916387,68.45403726708075,72.39728260869565,72.39728260869565,59.850592885375484,55.83565217391304,11.671304347826073,77.91782608695652,63.1963768115942,44.7945652173913,63.1963768115942
1079,car,toyota,fortuner,diesel,2016,mumbai,50000,50246,1,1,1,0,1,0,0,0,1,0,0,1,0,0,4290,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.69239130434782,70.87188405797102,70.87188405797102,56.30782608695652,66.390635451505,68.79130434782608,72.69239130434782,72.69239130434782,60.2798418972332,56.30782608695652,12.615652173913027,78.15391304347825,63.58985507246378,45.38478260869565,63.58985507246378
1080,car,toyota,fortuner,diesel,2016,mumbai,60000,60934,1,1,1,1,1,1,1,0,0,0,1,0,1,0,6400,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,66.88369565217391,64.6759420289855,64.6759420289855,47.01391304347825,59.24147157190636,62.15279503105591,66.88369565217391,66.88369565217391,51.83083003952569,47.01391304347825,0.0,73.50695652173913,55.84492753623189,33.767391304347825,55.84492753623189
1081,car,toyota,fortuner,diesel,2016,mumbai,60000,60272,1,1,1,1,1,1,1,0,0,0,1,0,1,0,6399,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,67.24347826086957,65.05971014492754,65.05971014492754,47.589565217391296,59.68428093645485,62.56397515527951,67.24347826086957,67.24347826086957,52.35415019762846,47.589565217391296,0.0,73.79478260869566,56.32463768115943,34.48695652173913,56.32463768115943
1082,car,toyota,fortuner,diesel,2016,mumbai,60000,60347,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6419,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,67.20271739130435,65.01623188405797,65.01623188405797,47.52434782608695,59.63411371237458,62.517391304347825,67.20271739130435,67.20271739130435,52.294861660079036,47.52434782608695,0.0,73.76217391304347,56.27028985507246,34.405434782608694,56.27028985507246
1083,car,toyota,fortuner,diesel,2016,mumbai,60000,60322,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6410,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,67.21630434782608,65.03072463768116,65.03072463768116,47.54608695652173,59.65083612040134,62.53291925465838,67.21630434782608,67.21630434782608,52.314624505928855,47.54608695652173,0.0,73.77304347826086,56.28840579710145,34.43260869565218,56.28840579710145
1084,car,toyota,fortuner,diesel,2016,mumbai,60000,60347,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6499,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,67.20271739130435,65.01623188405797,65.01623188405797,47.52434782608695,59.63411371237458,62.517391304347825,67.20271739130435,67.20271739130435,52.294861660079036,47.52434782608695,0.0,73.76217391304347,56.27028985507246,34.405434782608694,56.27028985507246
1085,car,toyota,fortuner,diesel,2016,mumbai,60000,60839,1,1,0,1,1,1,1,0,0,0,1,0,1,0,6500,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,66.93532608695651,64.73101449275363,64.73101449275363,47.096521739130424,59.30501672240802,62.21180124223602,66.93532608695651,66.93532608695651,51.905928853754936,47.096521739130424,0.0,73.54826086956521,55.913768115942034,33.870652173913044,55.913768115942034
