year,mileage,temp_scale,idle_scale,habit_scale,coolant_wellness,ignition_wellness,fuel_wellness
2010,28773,0.12,0.94,0.12,38.04,84.41,91.02
2000,189893,0.54,0.64,0.16,5.0,38.3,61.5
2002,189369,0.95,0.8,0.22,5.0,39.72,49.47
2012,123928,0.02,0.93,0.03,31.3,57.27,72.77
2007,227884,0.3,0.92,0.69,5.0,9.41,57.81
2022,225405,0.05,0.99,0.31,32.61,22.5,56.53
2017,37975,0.54,0.98,0.15,42.42,89.24,89.76
2003,40914,0.1,0.1,0.85,32.53,71.23,91.67
2016,150290,0.87,0.97,0.44,17.48,50.55,60.78
2020,137171,0.99,0.07,0.7,38.93,42.28,58.01
2018,146393,0.49,0.45,0.35,35.69,48.56,68.85
2019,63148,0.62,0.11,0.17,65.14,85.72,73.07
2013,151907,0.65,0.37,0.2,25.8,43.67,67.41
2014,124723,0.61,0.27,0.6,39.45,53.04,63.19
2006,245736,0.88,0.0,0.9,5.0,5.32,35.07
2019,149234,0.19,0.1,0.78,47.47,37.1,71.59
2020,135430,0.13,0.84,0.77,51.58,44.17,66.07
2003,152470,0.28,0.71,0.83,5.0,33.37,68.07
2016,197062,0.84,0.99,0.54,13.37,32.26,42.67
2015,90491,0.6,0.93,0.98,40.64,60.76,69.59
2021,189018,0.94,0.83,0.48,23.46,30.3,50.1
2015,182820,0.76,0.9,0.34,10.76,37.51,53.6
2006,188650,0.28,0.46,0.46,13.3,25.87,56.78
2003,238239,0.29,0.86,0.64,5.0,12.44,52.75
2014,66531,0.86,0.04,0.75,42.69,67.44,78.77
2010,162758,0.61,0.6,0.24,11.89,35.7,59.72
2018,176046,0.22,0.12,0.95,36.24,45.32,60.11
2016,120251,0.9,0.74,0.73,29.4,57.09,64.15
2014,65523,0.93,0.75,0.38,35.34,80.04,82.83
2012,113634,0.72,0.63,0.24,16.14,63.51,61.79
2014,12482,0.93,0.49,0.57,46.37,88.86,84.92
2016,90367,0.95,0.22,0.05,38.02,66.82,72.57
2019,199902,0.88,0.49,0.28,28.66,29.33,57.85
2013,87405,0.53,0.71,0.46,31.55,67.11,77.24
2024,42656,0.87,0.98,0.44,61.99,85.22,90.34
2000,226961,0.59,0.4,0.37,5.0,19.0,59.46
2012,59027,0.23,0.59,0.15,38.5,73.93,89.96
2014,203293,0.91,0.7,0.81,14.71,27.47,49.74
2003,171692,0.49,0.5,0.23,5.0,30.89,60.59
2008,124932,0.99,0.92,0.75,7.43,47.71,66.89
2003,174430,0.11,0.56,0.24,10.33,37.28,57.17
2010,96795,0.32,0.29,0.21,41.73,57.61,78.25
2014,195901,0.68,0.05,0.05,17.65,28.1,51.77
2003,206972,0.52,0.42,0.57,5.0,26.18,54.11
2015,85384,0.86,0.02,0.05,37.35,76.27,71.6
2018,168386,0.43,0.38,0.18,39.11,40.72,60.06
2010,238985,0.93,0.47,0.96,5.0,11.4,51.54
2013,18174,0.31,0.75,0.73,47.07,91.25,86.81
2013,235682,0.56,0.57,0.35,15.78,14.92,46.02
2020,175356,0.06,0.27,0.02,43.0,42.21,68.61
2024,103873,0.19,0.39,0.03,68.61,62.62,76.43
2022,180008,0.38,0.54,0.39,61.66,35.16,50.7
2001,147253,0.43,0.27,0.78,5.0,36.15,61.42
2024,22144,0.28,0.28,0.19,88.6,85.99,100.0
2008,166576,0.74,0.54,0.56,12.65,26.17,64.48
2014,88451,0.09,0.19,0.26,52.24,61.56,81.26
2010,89728,0.03,0.89,0.22,30.35,61.62,78.25
2008,158393,0.01,0.78,0.31,17.16,49.95,67.57
2019,178652,0.98,0.32,0.79,31.17,27.88,61.45
2006,144423,0.54,0.02,0.02,16.94,47.35,71.99
2004,189631,0.01,0.03,0.91,12.24,25.08,63.27
2007,249566,0.86,0.8,0.53,5.0,7.19,33.17
2023,25985,0.96,0.15,0.44,57.93,80.63,92.29
2014,108926,0.18,0.75,0.6,32.67,62.25,81.75
2015,91017,0.82,0.48,0.26,42.58,73.36,75.16
2013,214488,0.51,0.62,0.05,18.39,27.28,54.44
2007,85302,0.57,0.79,0.52,22.94,68.44,87.24
2022,13981,0.55,0.77,0.89,64.74,83.28,93.24
2014,125498,0.98,0.4,0.36,29.1,53.54,66.4
2005,28507,0.72,0.56,0.32,23.55,85.3,86.69
2016,13200,0.06,0.75,0.73,61.92,82.78,100.0
2015,154152,0.88,0.69,0.97,12.98,41.28,68.35
2012,110771,0.08,0.51,0.97,45.64,57.49,75.71
2009,9063,0.14,0.01,0.92,58.81,88.34,86.95
2004,188358,0.05,0.77,0.51,5.0,30.7,64.77
2014,226903,0.19,0.93,0.34,16.06,28.45,59.85
2003,38882,0.47,0.84,0.04,17.01,86.96,87.01
2001,143721,0.43,0.86,0.15,9.0,43.71,68.06
2000,147443,0.34,0.7,0.77,5.0,43.52,63.92
2007,181123,0.88,0.21,0.6,5.0,32.81,48.99
2021,132476,0.72,0.52,0.86,47.76,56.57,64.83
2018,120766,0.36,0.18,0.51,50.57,52.45,76.13
2011,155706,0.67,0.7,0.25,16.81,41.34,68.41
2005,226702,0.09,0.96,0.52,5.0,20.35,53.02
2018,214753,0.52,0.96,0.2,24.03,21.16,48.41
2010,97628,0.55,0.51,0.76,22.84,51.52,74.71
2002,89900,0.39,0.93,0.43,15.47,66.31,74.22
2015,195157,0.5,0.45,0.5,25.31,25.47,52.77
2005,31698,0.99,0.98,0.08,17.84,87.82,90.21
2019,146310,0.93,0.1,0.15,40.39,47.25,58.02
2019,47830,0.64,0.38,0.78,64.1,72.29,81.27
2023,97715,0.24,0.96,0.44,57.51,65.89,76.73
2024,222763,0.68,0.92,0.64,27.7,17.09,51.39
2018,197122,0.36,0.53,0.35,34.38,26.41,50.72
2006,24266,0.33,0.49,0.39,32.41,86.48,87.83
2012,173319,0.51,0.86,0.75,19.1,36.24,68.58
2013,69142,0.76,0.52,0.97,35.09,62.19,83.18
2011,189306,0.62,0.63,0.87,11.8,24.33,50.92
2009,84898,0.89,1.0,0.58,15.36,57.27,67.57
2017,109901,0.76,0.67,0.07,43.7,58.36,67.96
2022,62967,0.46,0.86,0.31,57.02,88.68,83.08
2014,22527,0.94,0.68,0.47,33.17,82.32,84.68
2024,10909,0.08,0.55,0.64,13.45,95.87,98.86
2024,200874,0.1,0.36,0.97,51.61,21.24,64.22
2017,5226,0.63,0.74,0.82,54.82,87.03,94.93
2012,219330,0.43,0.64,0.03,8.58,29.12,46.42
2020,209891,0.31,0.81,0.84,41.1,29.99,48.07
2016,111294,0.35,0.79,0.22,44.3,60.16,76.06
2017,99521,0.03,0.41,0.28,5.46,63.89,74.23
2008,177996,0.77,0.43,0.45,11.21,32.54,46.53
2020,52340,0.64,0.16,0.75,71.91,77.83,83.42
2000,61833,0.23,0.92,0.22,16.9,69.4,85.22
2023,197470,0.74,0.39,0.48,39.05,26.28,50.15
2014,33497,0.54,0.06,0.03,59.4,85.28,92.85
2014,208921,0.3,0.61,0.25,16.95,27.16,59.22
2005,194126,0.63,0.38,0.25,7.18,26.7,56.95
2005,112429,0.76,0.21,0.41,5.0,60.85,70.02
2005,30810,0.49,0.45,0.66,23.09,80.62,92.18
2008,162680,0.68,0.45,0.07,14.41,43.09,61.92
2017,171509,0.95,0.14,0.95,32.61,30.18,50.91
2004,51956,0.85,0.56,0.37,17.37,82.36,89.61
2004,18886,0.59,0.21,0.96,25.05,85.14,96.02
2018,248006,0.47,0.51,0.55,15.24,11.61,52.74
2006,111614,0.25,0.87,0.5,19.41,41.92,68.53
2004,217741,0.86,0.26,0.87,5.0,24.65,48.38
2010,39625,0.77,0.58,0.56,27.96,77.95,89.63
2015,52154,0.36,0.12,0.83,8.57,68.88,87.38
2022,73916,0.06,0.81,0.45,67.2,70.89,81.61
2019,115873,0.61,0.1,0.88,58.23,46.36,62.42
2023,170048,0.65,0.57,0.41,11.83,37.0,63.07
2013,249815,0.23,0.6,0.77,13.89,6.21,50.77
2009,218981,0.64,0.7,0.17,8.78,24.4,46.87
2021,247480,0.31,0.91,0.09,34.09,20.67,49.52
2008,170685,0.85,0.69,0.3,7.04,36.16,60.35
2019,26049,0.04,0.84,0.43,80.35,86.28,85.46
2022,46527,0.02,0.56,0.16,77.67,83.78,94.36
2003,194419,0.02,0.16,0.08,5.0,37.34,62.95
2009,80244,0.28,0.23,0.98,34.3,65.81,90.1
2011,92953,0.07,0.18,0.12,47.23,71.45,89.02
2006,36825,0.98,0.7,0.31,19.17,87.31,77.24
2000,200841,0.21,0.34,0.4,5.0,24.94,59.62
2005,205159,0.32,0.72,0.64,5.0,11.21,56.68
2023,33930,0.65,0.39,0.94,75.34,92.56,87.8
2024,217090,0.2,0.85,0.15,51.13,33.87,64.16
2000,46662,0.13,0.34,0.37,25.05,85.73,97.49
2017,156483,0.89,0.58,0.5,30.17,43.8,60.77
2021,53699,0.24,0.7,0.87,65.35,66.33,90.87
2013,54660,0.22,0.29,0.93,58.45,69.29,78.02
2009,96381,0.08,0.57,0.67,27.92,55.74,73.86
2004,39359,0.26,0.22,0.45,27.08,84.67,84.13
2013,248796,0.93,0.81,0.41,5.0,10.89,35.89
2002,58025,0.11,0.72,0.51,30.81,84.4,93.47
2016,33264,0.32,0.13,0.79,62.17,76.94,90.51
2013,19301,0.31,0.95,0.56,45.44,80.4,85.62
2022,29394,0.31,0.1,0.41,74.93,82.15,86.25
2004,237432,0.37,0.62,0.58,5.0,17.69,47.67
2008,142446,0.87,0.83,0.14,12.2,53.31,58.45
2018,72936,0.11,0.14,0.56,63.96,79.94,83.23
2009,248804,0.35,0.29,0.6,5.0,9.42,42.32
2001,83141,0.36,0.47,0.8,9.35,56.02,79.88
2013,58815,0.38,0.28,0.14,49.97,90.87,78.03
2015,9026,0.48,0.42,0.61,61.01,93.85,95.07
2008,123581,0.48,0.76,0.11,15.63,59.84,66.37
2007,128131,0.07,0.63,0.38,23.35,53.53,80.17
2021,165942,0.88,0.67,0.59,35.64,35.88,63.02
2004,226680,0.9,0.82,0.43,5.0,19.09,36.25
2023,168756,0.76,0.23,0.23,47.34,44.2,59.29
2002,12704,0.58,0.12,0.19,23.01,93.69,91.99
2006,214058,0.69,0.07,0.78,5.0,14.48,48.39
2016,213760,0.31,0.79,0.5,16.42,26.53,45.24
2014,249127,0.84,0.71,0.27,5.92,17.14,27.61
2004,48365,0.08,0.41,0.65,23.9,72.13,93.12
2008,181323,0.06,0.99,0.08,7.73,42.01,67.4
2010,164390,0.74,0.75,0.09,8.31,44.82,61.16
2010,24780,0.54,0.22,0.47,38.92,83.1,90.95
2023,131381,0.75,0.15,0.28,48.53,52.53,72.07
2008,45597,0.0,0.1,0.78,51.1,72.0,100.0
2004,101565,0.31,0.26,0.12,18.51,60.34,72.64
2003,16140,0.94,0.23,0.63,17.93,89.89,89.19
2018,95263,0.44,0.66,0.57,52.45,61.77,67.68
2024,196820,0.29,0.58,0.39,56.36,22.18,61.67
2001,126129,0.62,0.42,0.53,5.18,50.53,70.41
2017,212330,0.44,0.39,0.86,31.9,17.01,54.74
2008,142395,0.71,0.95,0.31,12.27,40.91,62.58
2024,185652,0.55,0.22,0.61,50.57,31.51,56.17
2019,144813,0.52,0.94,0.12,36.71,52.94,69.75
2011,134376,0.79,0.22,0.6,21.86,44.59,57.1
2002,55663,0.12,0.58,0.87,29.48,77.46,85.15
2017,113016,0.97,0.52,0.26,30.85,60.11,63.47
2022,9438,0.99,0.51,0.01,61.9,91.28,79.84
2011,37598,0.02,0.72,0.63,45.48,77.09,94.55
2019,19490,0.5,0.32,0.44,64.62,88.16,89.41
2008,79664,0.65,0.85,0.53,19.88,66.77,73.15
2008,17970,0.23,0.56,0.47,47.1,86.95,98.03
2017,20746,0.57,1.0,0.16,46.06,85.31,87.72
2020,41946,0.36,0.37,0.19,72.62,84.95,80.12
2015,111478,0.43,0.53,0.62,46.76,63.13,66.62
2024,35711,0.9,0.47,0.14,69.04,84.54,90.44
2012,24542,0.16,0.46,0.09,58.1,86.03,100.0
2005,144985,0.03,0.96,0.88,8.43,38.23,71.3
2008,235336,0.97,0.21,0.65,5.0,12.5,39.04
2022,117694,0.07,0.33,0.32,63.66,58.27,77.65
2001,196269,0.35,0.43,0.73,5.0,24.08,56.28
2019,230572,0.82,0.94,0.07,23.16,18.94,44.54
2018,216049,0.21,0.79,0.73,37.94,20.55,55.36
2019,249144,0.57,0.61,0.87,26.6,7.66,39.01
2000,224507,0.46,0.42,0.69,5.0,14.05,51.13
2013,53624,0.45,0.38,0.25,45.22,73.84,83.63
2021,102937,0.01,0.62,0.28,66.77,59.16,74.32
2017,39829,0.25,0.1,0.65,68.51,78.07,89.42
2024,47917,0.71,0.93,0.19,70.23,88.04,88.36
2003,134095,0.63,0.59,0.52,5.0,49.3,71.49
2010,126833,0.33,0.36,0.56,22.41,50.97,68.54
2011,153520,0.83,0.75,0.83,9.23,43.72,56.39
2014,29757,0.22,0.21,0.27,56.89,79.63,100.0
2017,159205,0.62,0.1,0.52,32.83,43.98,57.14
2013,30634,0.26,0.76,0.8,38.8,84.14,87.59
2010,121256,0.61,0.89,0.86,27.77,41.52,76.68
2007,116386,0.88,0.19,0.77,5.34,52.89,64.91
2018,180877,0.13,0.5,0.04,35.91,44.03,62.82
2015,1612,0.88,0.67,0.15,38.81,93.31,85.14
2000,51099,0.41,0.26,0.84,20.57,76.79,89.18
2002,56902,0.99,0.92,0.21,5.0,83.29,79.18
2005,47137,0.53,0.27,0.97,23.5,72.4,85.5
2009,2264,0.94,0.89,0.7,30.43,82.96,86.78
2024,89908,0.5,0.0,0.49,76.22,69.55,79.66
2010,241607,0.58,0.82,0.54,5.0,16.45,42.83
2003,40463,0.53,0.47,0.02,13.38,83.88,81.96
2012,213862,0.98,0.45,0.43,5.0,19.63,46.87
2009,198361,0.75,0.99,0.48,5.0,25.56,45.75
2016,159944,0.63,0.06,0.27,34.46,42.41,67.57
2020,139755,0.44,0.42,0.14,50.82,55.12,74.68
2023,53767,0.11,0.64,0.64,81.19,72.08,83.48
2015,59367,0.73,0.51,0.67,36.75,79.17,84.06
2020,17164,0.99,0.56,0.18,54.58,96.62,88.21
2000,124117,0.5,0.23,0.03,5.0,67.2,69.3
2013,232621,0.47,0.94,0.52,5.43,9.9,46.67
2003,24219,0.11,1.0,0.7,29.26,88.69,99.95
2014,130968,0.6,0.35,0.84,32.04,45.18,73.69
2016,146201,0.69,0.14,0.02,36.14,60.3,57.68
2011,205960,0.27,0.29,0.86,20.24,21.03,58.13
2000,92330,0.2,0.27,0.65,15.42,60.76,71.1
2019,88127,0.69,0.52,0.38,43.68,62.47,65.83
2008,12232,0.05,0.49,0.05,40.67,100.0,93.54
2023,139681,0.18,0.36,0.68,62.61,44.2,66.8
2014,156440,0.1,0.33,0.95,39.04,35.15,72.58
2021,203745,0.62,0.82,0.79,26.94,25.12,51.98
2018,169119,0.3,0.05,0.43,56.75,42.39,70.57
2022,229580,0.43,0.04,0.21,42.2,19.42,54.52
2020,157624,0.61,0.93,0.78,32.59,45.31,65.2
2002,116674,0.49,0.02,0.08,6.35,56.38,72.63
2013,230927,0.5,0.21,0.09,21.5,19.86,38.6
2012,149380,0.46,0.32,0.04,27.07,49.13,61.05
2023,175943,0.35,0.43,0.92,49.78,32.15,66.39
2013,125216,0.5,0.48,0.92,30.96,46.22,71.6
2003,164488,0.72,0.84,0.87,5.0,36.08,60.38
2017,10234,0.49,0.81,0.57,61.14,97.65,94.14
2004,78164,0.56,0.25,0.34,7.24,70.63,80.09
2009,63410,0.96,0.69,0.55,20.74,67.66,81.22
2001,188857,1.0,0.77,0.29,5.0,25.71,52.03
2008,139171,0.97,0.72,0.19,5.0,42.35,67.89
2016,87140,1.0,0.49,0.28,32.41,70.26,74.05
2001,236655,0.24,0.49,0.19,5.0,13.75,45.76
2005,62053,0.21,0.43,0.08,20.74,79.6,85.11
2021,210942,0.9,0.93,0.56,16.79,24.3,49.16
2018,199066,0.26,0.81,0.19,35.95,32.29,55.3
2001,148658,0.27,0.66,0.67,5.0,41.57,71.53
2017,52801,0.06,0.87,0.03,54.83,78.94,93.82
2024,9258,0.34,0.07,0.65,95.69,89.91,98.86
2016,132807,0.41,0.04,0.85,39.06,46.66,67.67
2020,154328,0.15,0.42,0.98,49.77,38.59,67.62
2001,187200,0.71,0.99,0.67,5.0,21.9,51.58
2016,209609,0.3,0.15,0.92,22.49,28.07,52.64
2001,98892,0.23,0.58,0.47,5.0,60.13,78.42
2020,19397,0.41,0.92,0.46,64.32,89.08,89.39
2009,205057,0.54,0.61,0.75,9.73,24.45,56.96
2004,62043,0.22,0.28,0.78,30.37,77.8,85.35
2011,44629,0.62,0.44,0.1,41.0,84.77,84.44
2005,42044,0.86,0.0,0.07,33.38,82.29,78.6
2005,163848,0.83,0.48,0.32,5.0,45.02,61.2
2023,4036,0.71,0.18,0.21,74.72,89.23,100.0
2020,97134,0.9,0.61,0.23,49.24,65.46,72.53
2013,146848,0.52,0.56,0.6,25.72,53.89,56.85
2007,155258,0.74,0.22,0.25,7.73,44.82,63.08
2001,135187,0.86,0.0,0.2,5.0,51.34,54.37
2016,12388,0.16,0.8,0.42,70.69,91.96,97.08
2018,76473,0.46,0.19,0.5,54.67,64.16,79.73
2005,15955,0.39,0.68,0.21,34.98,99.14,92.45
2024,216745,0.1,0.06,0.64,53.35,29.29,54.41
2004,198621,0.85,0.24,0.71,5.0,26.41,61.84
2011,49259,0.77,0.81,0.07,20.21,83.57,86.86
2004,12967,0.62,0.36,0.54,28.88,86.89,96.48
2017,55019,0.96,0.66,0.89,42.57,70.26,81.59
2014,58066,0.04,0.99,0.24,47.43,77.92,94.06
2021,30559,0.83,0.81,0.53,56.31,82.08,85.01
2004,43349,0.12,0.66,0.03,34.16,93.13,87.2
2020,82334,0.4,0.88,0.54,56.6,62.65,76.87
2008,202554,1.0,0.25,0.28,5.0,17.62,49.61
2001,98415,0.18,0.94,0.85,10.76,64.96,84.16
2024,35068,0.5,0.49,0.21,82.92,87.32,87.22
2019,83833,0.86,0.58,0.18,39.19,73.2,74.21
2002,214868,0.95,0.68,0.16,5.0,25.98,50.19
2017,10678,0.43,0.5,0.39,59.76,94.53,84.43
2016,209596,0.01,0.97,0.3,23.92,31.56,66.49
2005,119544,0.94,0.8,0.21,8.04,53.55,65.26
2008,246258,0.57,0.78,0.01,5.0,10.66,46.97
2000,208756,0.82,0.54,0.99,5.0,8.96,46.64
2002,130995,0.94,0.15,0.28,5.0,48.98,68.67
2018,217892,0.69,0.22,0.47,34.43,23.86,51.3
2014,52674,0.62,0.12,0.36,51.54,83.66,80.94
2015,182468,0.08,0.32,0.69,39.56,30.45,56.16
2022,169675,0.4,0.22,0.19,45.61,38.11,65.82
2006,176854,0.2,0.83,0.69,8.42,30.48,62.19
2014,79490,0.56,0.35,0.95,50.57,63.03,82.29
2017,146690,0.83,0.48,0.66,30.18,50.82,68.66
2015,125374,0.97,0.67,0.83,24.63,47.83,65.1
2010,82949,0.99,0.14,0.33,33.19,81.7,70.22
2002,126545,0.78,0.31,0.3,5.0,55.46,70.39
2006,105836,0.25,0.12,0.88,23.57,50.39,79.49
2016,118618,0.76,0.14,0.48,35.32,47.61,70.07
2023,97787,0.38,0.5,0.47,69.92,56.33,85.96
2008,65112,0.67,0.67,0.56,27.1,73.94,75.7
2005,31177,0.66,0.72,0.93,22.4,76.13,89.51
2003,149639,0.7,0.01,0.64,5.0,44.06,62.36
2021,64957,0.68,0.05,1.0,59.88,66.5,72.22
2002,223668,0.53,0.14,0.49,5.0,21.74,38.19
2003,46659,0.47,0.71,0.94,23.31,82.49,84.67
2013,18087,0.89,0.69,0.36,44.01,82.95,92.1
2016,226999,0.69,0.09,0.97,26.74,16.75,36.84
2009,164685,0.3,0.02,0.1,20.61,38.38,57.58
2007,188869,0.0,0.43,0.57,13.36,32.04,56.34
2000,6335,0.27,0.34,0.77,27.08,96.61,88.2
2018,210841,0.31,0.03,0.24,41.54,24.51,45.45
2004,185037,0.61,0.48,0.24,5.0,38.08,56.26
2011,128983,0.66,0.77,0.13,30.7,45.62,73.41
2002,23663,0.63,0.02,0.71,25.57,88.41,79.28
2007,119250,0.74,0.98,0.54,5.0,46.56,72.11
2017,50799,0.78,0.68,0.46,43.36,70.23,78.72
2000,233125,0.18,0.8,0.97,5.0,12.64,45.94
2011,202828,0.75,0.88,0.26,16.74,29.21,46.45
2024,78996,0.63,0.02,0.22,59.6,72.41,72.38
2000,106761,0.41,0.09,0.51,5.0,65.57,67.89
2022,122449,0.71,0.18,0.97,54.72,46.63,69.58
2022,622,0.68,0.88,0.07,58.24,100.0,87.57
2005,138469,0.01,0.18,0.89,23.69,47.52,70.14
2022,69658,0.1,0.26,0.8,79.14,60.36,86.74
2006,18947,0.59,0.2,0.92,33.73,84.06,89.96
2004,246872,0.54,0.16,0.96,5.0,5.0,49.45
2008,198915,0.55,0.58,0.65,11.62,26.72,54.2
2000,24418,0.49,0.58,0.99,10.08,76.62,88.67
2019,8659,0.8,0.54,0.44,56.06,91.81,92.12
2019,122239,0.94,0.42,0.86,38.0,38.24,66.79
2015,66663,0.19,0.36,0.31,54.04,72.52,87.54
2003,50959,0.15,0.79,0.75,24.68,66.43,93.38
2000,113322,1.0,0.52,0.29,5.0,56.18,73.89
2021,238760,0.27,0.31,0.08,34.25,21.51,50.64
2018,95994,0.46,0.33,0.54,52.0,56.42,75.04
2007,152025,0.46,0.67,0.36,10.28,42.01,69.15
2001,94533,0.15,0.02,0.71,8.58,60.13,77.6
2020,93854,0.45,0.46,0.83,57.08,56.78,87.58
2002,241159,0.69,0.03,0.57,5.0,16.52,45.21
2022,122287,0.07,0.04,0.51,67.05,52.19,73.83
2016,222522,0.01,0.42,0.24,38.07,17.34,70.19
2024,58742,0.95,0.23,0.08,60.43,83.53,73.14
2017,167756,0.72,0.37,0.46,27.09,43.34,62.54
2011,239784,0.77,0.18,0.26,11.82,20.99,49.29
2000,237746,0.44,0.11,0.13,5.0,21.24,47.88
2023,221782,0.59,0.63,0.8,42.87,19.81,52.87
2006,204120,0.62,0.12,0.39,5.0,26.1,55.68
2007,114978,0.58,0.21,0.92,14.85,50.52,73.54
2020,178627,0.2,0.87,0.2,50.35,50.05,61.95
2003,211644,0.74,0.45,0.34,5.0,21.03,56.13
2009,142500,0.09,0.12,0.64,36.27,47.5,75.83
2017,115853,0.01,0.29,0.12,64.3,61.71,72.11
2007,237626,0.43,0.27,0.53,5.0,9.95,56.53
2023,74704,0.55,0.24,0.76,58.18,61.61,82.49
2017,78074,0.77,0.72,0.41,29.77,64.59,67.71
2020,243541,0.36,0.65,0.23,43.45,18.93,51.95
2011,200255,0.17,0.76,0.77,10.92,23.41,54.45
2002,50931,0.87,0.02,0.22,24.87,83.92,82.52
2001,216349,0.41,0.37,0.84,5.0,19.31,56.5
2005,34541,0.6,0.67,0.81,29.9,84.41,88.05
2023,140717,0.11,0.44,0.21,72.56,46.64,70.13
2009,91540,0.68,0.4,0.67,34.23,64.53,65.98
2023,85909,0.19,0.48,0.43,74.69,72.23,78.37
2012,90119,0.63,0.82,0.93,36.08,57.12,72.84
2011,23420,0.68,0.89,0.15,33.26,88.28,91.23
2009,136612,0.95,0.22,0.21,12.49,50.9,61.28
2024,36990,0.72,0.37,1.0,71.05,73.96,90.37
2019,84824,0.78,0.28,0.24,45.96,66.81,72.87
2008,239554,0.85,0.53,0.66,5.0,9.76,48.93
2013,220871,0.81,0.29,0.15,11.01,28.84,50.76
2024,103699,0.94,0.0,0.59,63.06,58.73,64.4
2003,104269,0.66,0.0,0.2,20.82,66.82,73.04
2021,108503,0.22,0.53,0.51,50.25,58.73,79.69
2007,153913,0.55,0.75,0.41,12.43,41.82,71.02
2004,32816,0.03,0.81,0.46,28.11,76.45,92.16
2009,106097,0.39,0.42,0.04,26.52,67.82,64.11
2011,173279,0.4,0.8,0.13,12.98,42.75,55.12
2018,78838,0.13,0.37,0.38,65.88,65.91,81.56
2004,60998,0.7,0.06,0.41,15.14,71.22,85.74
2003,77434,0.04,0.77,0.79,24.15,61.85,90.65
2007,204150,0.34,0.07,0.94,17.44,23.07,68.97
2020,19930,0.01,0.59,0.71,67.43,82.2,97.68
2018,151321,0.04,0.11,0.03,62.13,49.28,68.29
2021,30924,0.15,0.29,0.88,71.08,78.42,97.28
2012,245535,0.74,0.29,0.88,7.41,5.0,45.04
2022,243845,0.11,0.06,0.36,42.04,15.61,51.07
2015,60006,0.01,0.56,0.39,51.62,68.62,89.81
2023,63265,0.73,0.43,0.69,58.84,69.61,84.65
2001,152365,0.23,0.26,0.65,5.0,43.8,64.7
2012,12039,0.2,0.05,0.98,60.15,84.53,100.0
2024,114078,0.48,0.0,0.23,68.75,52.92,69.47
2018,221211,0.45,0.79,0.72,27.84,16.83,56.45
2023,78954,0.54,0.14,0.04,64.86,80.55,73.8
2014,62112,0.8,0.24,0.35,49.7,71.21,80.76
2008,99775,0.53,0.68,0.81,21.68,49.57,77.96
2003,145958,0.18,0.58,0.81,6.06,46.63,65.5
2009,113232,0.45,0.95,0.13,23.77,62.95,70.19
2000,152424,0.74,0.54,0.41,5.0,25.56,72.82
2013,6472,0.0,0.27,0.74,63.03,97.38,92.56
2011,10216,0.34,0.41,0.95,47.5,83.65,93.57
2002,247309,0.84,0.78,0.5,5.0,5.0,51.58
2008,689,0.22,0.19,0.71,37.17,87.4,95.88
2003,195050,0.5,0.42,0.47,5.0,27.27,67.91
2012,20970,0.1,0.17,0.17,57.53,92.24,96.25
2011,229872,0.63,0.96,0.45,6.31,14.12,46.9
2010,130343,0.41,0.12,0.8,32.17,42.83,66.72
2017,114752,0.87,0.06,0.46,13.65,56.92,71.6
2007,38791,0.39,0.94,0.14,31.72,83.46,96.37
2010,230363,0.63,0.82,0.07,5.0,15.8,45.76
2010,148305,0.56,0.69,0.03,11.39,42.99,66.27
2005,167666,0.04,0.79,0.46,11.95,30.66,67.17
2003,151238,0.94,0.43,0.87,5.0,42.48,63.88
2008,8383,0.86,0.81,0.36,25.42,87.93,88.24
2010,155513,0.95,0.52,0.48,12.96,49.63,55.08
2024,247034,0.77,0.13,0.3,26.44,5.15,42.22
2010,247715,0.48,0.55,0.97,7.24,7.61,41.44
2006,69213,0.72,0.87,0.87,21.82,63.79,81.51
2002,177976,0.83,0.64,0.03,5.0,42.32,59.8
2010,189605,0.82,0.68,0.73,13.06,27.71,47.5
2011,163426,0.86,0.06,0.48,10.89,40.02,53.16
2006,58111,0.21,0.41,0.17,30.22,80.69,83.63
2003,209158,0.56,0.24,0.37,5.0,35.24,40.74
2006,28042,0.96,0.08,0.46,13.64,82.23,85.49
2024,141329,0.89,0.92,0.48,47.92,54.46,65.36
2021,110838,0.84,0.97,0.09,39.11,57.29,63.47
2010,175217,0.76,0.38,0.63,11.08,39.7,56.33
2023,102646,0.88,0.27,0.1,48.95,63.7,71.17
2018,12451,0.78,0.25,0.39,51.33,84.14,77.06
2016,89930,0.12,0.52,0.82,57.84,57.74,86.51
2012,12077,0.12,0.54,0.24,57.05,98.7,95.59
2024,65201,0.19,0.72,0.7,68.91,69.2,87.55
2021,217816,0.23,0.37,0.99,44.59,13.75,46.12
2001,111127,0.36,0.39,0.39,5.39,58.88,77.45
2024,56828,0.9,0.15,0.48,68.07,70.65,91.89
2000,43120,0.77,0.89,0.44,13.62,87.49,81.93
2019,102717,0.93,0.62,0.34,46.43,62.16,64.59
2015,2239,0.89,0.19,0.05,50.65,99.89,94.95
2006,191910,0.23,0.96,0.48,5.0,39.19,63.39
2022,5931,0.53,0.22,0.48,70.71,88.82,93.66
2017,222643,0.17,0.84,0.73,28.58,20.16,52.51
2016,197522,0.76,0.6,0.46,22.21,28.05,59.11
2006,34386,0.39,0.52,0.8,34.92,69.04,98.97
2010,206877,0.68,0.32,0.93,8.37,9.89,51.47
